f_profile_id,donor_key,source_dataset,source_row_id,source_weight,age,age_band,gender,race,education,income,party,state,state_abbr,state_fips,donor_id,persona_generation_version,population_design,political_ideology,religion,f_selection_method,target_population
F0249,LP0496,CES 2024 Common Content,1884571868,11.3260855236055,18,18-29,Female,White / Caucasian,Less than high school,"$100,000 to $167,999",Democrat,Tennessee,TN,,1884571868,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0250,LP0500,CES 2024 Common Content,1885311748,0.0600895240863123,25,18-29,Female,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,New York,NY,,1885311748,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0251,LP0504,CES 2024 Common Content,1886941064,3.36546660977388,25,18-29,Female,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,Nevada,NV,,1886941064,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0252,LP0510,CES 2024 Common Content,1888929874,5.26751927351503,23,18-29,Female,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Other,Massachusetts,MA,,1888929874,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0253,LP0512,CES 2024 Common Content,1892209144,2.56950812040812,27,18-29,Female,White / Caucasian,Less than high school,"Less than $30,000",Independent,Texas,TX,,1892209144,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0254,LP0515,CES 2024 Common Content,1894415336,1.61824027458589,24,18-29,Female,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,California,CA,,1894415336,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Mormon,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0255,LP0523,CES 2024 Common Content,1904329570,2.18124671823904,19,18-29,Female,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,Kansas,KS,,1904329570,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Something else,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0256,LP0524,CES 2024 Common Content,1905990492,1.04357343840167,23,18-29,Female,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,Wisconsin,WI,,1905990492,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0257,LP0527,CES 2024 Common Content,1906152774,1.07738637208281,28,18-29,Female,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Other,Ohio,OH,,1906152774,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0258,LP0528,CES 2024 Common Content,1907202052,5.44890957768138,22,18-29,Female,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,Indiana,IN,,1907202052,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0259,LP0535,CES 2024 Common Content,1909854802,2.60118066421991,18,18-29,Female,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,South Dakota,SD,,1909854802,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0260,LP0550,CES 2024 Common Content,1863753606,1.17714383320588,22,18-29,Female,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican,Texas,TX,,1863753606,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Something else,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0261,LP0551,CES 2024 Common Content,1864595046,0.0407342743169122,20,18-29,Female,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Independent,California,CA,,1864595046,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Agnostic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0262,LP0552,CES 2024 Common Content,1882413836,2.39256682706276,28,18-29,Female,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Other,Oklahoma,OK,,1882413836,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0263,LP0553,CES 2024 Common Content,1882415004,8.68966267623254,28,18-29,Female,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Other,California,CA,,1882415004,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0264,LP0554,CES 2024 Common Content,1882418730,3.82650909777595,19,18-29,Female,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,Massachusetts,MA,,1882418730,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0265,LP0555,CES 2024 Common Content,1882426280,1.21459801999172,29,18-29,Female,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Independent,Pennsylvania,PA,,1882426280,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Muslim,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0266,LP0556,CES 2024 Common Content,1882428782,3.23954539843103,22,18-29,Female,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Other,Alaska,AK,,1882428782,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Agnostic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0267,LP0557,CES 2024 Common Content,1882435896,0.518463142440912,27,18-29,Female,Hispanic / Latino,Master's degree / Professional degree,"Less than $30,000",Democrat,Florida,FL,,1882435896,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0268,LP0558,CES 2024 Common Content,1882439386,13.3824296501195,21,18-29,Female,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Florida,FL,,1882439386,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0269,LP0559,CES 2024 Common Content,1885551842,0.278859587554099,25,18-29,Female,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,California,CA,,1885551842,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Atheist,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0270,LP0560,CES 2024 Common Content,1886019452,3.97434188651637,28,18-29,Female,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,Georgia,GA,,1886019452,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0271,LP0561,CES 2024 Common Content,1888721546,1.35836933452792,23,18-29,Female,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,Illinois,IL,,1888721546,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Muslim,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0272,LP0562,CES 2024 Common Content,1890791808,1.95967159507678,20,18-29,Female,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,New York,NY,,1890791808,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0273,LP0563,CES 2024 Common Content,1891832756,0.661382784382735,25,18-29,Female,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,New York,NY,,1891832756,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0274,LP0564,CES 2024 Common Content,1891955878,0.0531533507830978,27,18-29,Female,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican,Texas,TX,,1891955878,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Something else,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0275,LP0565,CES 2024 Common Content,1893548530,3.17515427133862,29,18-29,Female,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Democrat,Florida,FL,,1893548530,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Agnostic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0276,LP0567,CES 2024 Common Content,1896207624,0.0798044791030878,21,18-29,Female,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Texas,TX,,1896207624,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0277,LP0568,CES 2024 Common Content,1900077254,1.38986732413019,18,18-29,Female,Hispanic / Latino,Less than high school,"Less than $30,000",Republican,Delaware,DE,,1900077254,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0278,LP0569,CES 2024 Common Content,1901300626,3.18610566222087,18,18-29,Female,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent,California,CA,,1901300626,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0279,LP0570,CES 2024 Common Content,1902340674,1.29299894433516,18,18-29,Female,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,New Mexico,NM,,1902340674,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Something else,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0280,LP0571,CES 2024 Common Content,1904312836,7.93452550777048,26,18-29,Female,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,California,CA,,1904312836,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0281,LP0572,CES 2024 Common Content,1904356526,3.46552090760134,22,18-29,Female,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,New York,NY,,1904356526,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0282,LP0573,CES 2024 Common Content,1906550998,2.17344371144523,25,18-29,Female,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,Virginia,VA,,1906550998,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0283,LP0574,CES 2024 Common Content,1907319468,4.65454954482197,20,18-29,Female,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat,New York,NY,,1907319468,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0284,LP0575,CES 2024 Common Content,1862039840,0.684313650005588,27,18-29,Female,Asian / Asian American,Master's degree / Professional degree,"$56,000 to $99,999",Other,New York,NY,,1862039840,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Atheist,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0285,LP0576,CES 2024 Common Content,1884572032,6.70534805289352,18,18-29,Female,Asian / Asian American,Less than high school,"$30,000 to $55,999",Democrat,Texas,TX,,1884572032,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Buddhist,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0286,LP0577,CES 2024 Common Content,1885178188,1.00234576570179,28,18-29,Female,Asian / Asian American,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,California,CA,,1885178188,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Muslim,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0287,LP0578,CES 2024 Common Content,1906113724,0.822396981957358,19,18-29,Female,Asian / Asian American,Some college or Associate's degree,"$168,000 or more",Democrat,Texas,TX,,1906113724,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Eastern or Greek Orthodox,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0288,LP0579,CES 2024 Common Content,1906482050,1.63457310415612,21,18-29,Female,Asian / Asian American,High school diploma / GED,"$30,000 to $55,999",Independent,California,CA,,1906482050,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0289,LP0580,CES 2024 Common Content,1907453466,2.64554243938761,29,18-29,Female,Asian / Asian American,Master's degree / Professional degree,"Less than $30,000",Other,Nebraska,NE,,1907453466,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Muslim,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0290,LP0581,CES 2024 Common Content,1908078994,2.08290413408186,29,18-29,Female,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Democrat,California,CA,,1908078994,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0291,LP0582,CES 2024 Common Content,1878608158,2.24386420234973,23,18-29,Female,Other,Some college or Associate's degree,"$30,000 to $55,999",Independent,Pennsylvania,PA,,1878608158,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0292,LP0583,CES 2024 Common Content,1886075986,1.57495915152654,29,18-29,Female,Other,Bachelor's degree,"$100,000 to $167,999",Democrat,Pennsylvania,PA,,1886075986,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0293,LP0584,CES 2024 Common Content,1902064594,2.85660835314621,18,18-29,Female,Other,Less than high school,"$56,000 to $99,999",Republican,Missouri,MO,,1902064594,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0294,LP0586,CES 2024 Common Content,1863461084,1.53580774981964,39,30-44,Female,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,South Carolina,SC,,1863461084,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Eastern or Greek Orthodox,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0295,LP0587,CES 2024 Common Content,1866691390,5.70663449168084,38,30-44,Female,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,South Carolina,SC,,1866691390,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Something else,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0296,LP0588,CES 2024 Common Content,1870033226,5.93959075081651,40,30-44,Female,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,Virginia,VA,,1870033226,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Atheist,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0297,LP0589,CES 2024 Common Content,1870066408,0.265318857659561,30,30-44,Female,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,Ohio,OH,,1870066408,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Atheist,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0298,LP0590,CES 2024 Common Content,1870930230,1.35017788416111,38,30-44,Female,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,Virginia,VA,,1870930230,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Mormon,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0299,LP0591,CES 2024 Common Content,1870930682,7.82468818135977,35,30-44,Female,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Other,Ohio,OH,,1870930682,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0300,LP0592,CES 2024 Common Content,1870931476,0.551340429998275,43,30-44,Female,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,Ohio,OH,,1870931476,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0301,LP0593,CES 2024 Common Content,1870931516,1.76250991291587,39,30-44,Female,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican,Oklahoma,OK,,1870931516,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Mormon,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0302,LP0594,CES 2024 Common Content,1870932974,2.22703315695511,43,30-44,Female,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,Tennessee,TN,,1870932974,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0303,LP0596,CES 2024 Common Content,1872224500,1.72999039448126,41,30-44,Female,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,Pennsylvania,PA,,1872224500,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0304,LP0597,CES 2024 Common Content,1872830442,3.43072750831139,41,30-44,Female,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Florida,FL,,1872830442,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Jewish,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0305,LP0600,CES 2024 Common Content,1872866594,11.4100311483459,43,30-44,Female,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,New Jersey,NJ,,1872866594,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0306,LP0601,CES 2024 Common Content,1873027718,4.16307039172076,39,30-44,Female,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,Indiana,IN,,1873027718,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0307,LP0602,CES 2024 Common Content,1873667794,9.59452033175453,35,30-44,Female,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Pennsylvania,PA,,1873667794,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0308,LP0603,CES 2024 Common Content,1874374650,1.77868688134211,33,30-44,Female,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,California,CA,,1874374650,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Jewish,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0309,LP0604,CES 2024 Common Content,1874975998,1.50892697529607,38,30-44,Female,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,Mississippi,MS,,1874975998,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0310,LP0605,CES 2024 Common Content,1877174428,1.86708403655613,34,30-44,Female,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,New York,NY,,1877174428,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0311,LP0606,CES 2024 Common Content,1877398472,0.78021913306159,32,30-44,Female,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,Texas,TX,,1877398472,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0312,LP0607,CES 2024 Common Content,1878648456,3.99839324957465,37,30-44,Female,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Other,Indiana,IN,,1878648456,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0313,LP0608,CES 2024 Common Content,1880406588,2.05344969101562,36,30-44,Female,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,New York,NY,,1880406588,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0314,LP0609,CES 2024 Common Content,1880407904,1.888915378832,34,30-44,Female,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Nebraska,NE,,1880407904,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0315,LP0611,CES 2024 Common Content,1880927824,1.21781816259832,43,30-44,Female,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Democrat,Oklahoma,OK,,1880927824,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0316,LP0612,CES 2024 Common Content,1882149366,2.35823302954585,44,30-44,Female,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,Alaska,AK,,1882149366,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0317,LP0613,CES 2024 Common Content,1882850166,1.55096337937111,31,30-44,Female,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Other,Colorado,CO,,1882850166,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0318,LP0614,CES 2024 Common Content,1885454098,2.96367422129047,37,30-44,Female,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Republican,New Mexico,NM,,1885454098,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0319,LP0615,CES 2024 Common Content,1886636992,1.7883624973243,44,30-44,Female,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Mississippi,MS,,1886636992,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0320,LP0617,CES 2024 Common Content,1889023726,1.09560491514545,39,30-44,Female,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,Pennsylvania,PA,,1889023726,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
