f_profile_id,donor_key,source_dataset,source_row_id,source_weight,age,age_band,gender,race,education,income,party,state,state_abbr,state_fips,donor_id,persona_generation_version,population_design,political_ideology,religion,f_selection_method,target_population
F0134,LP0263,CES 2024 Common Content,1880443506,3.27621728296639,58,45-59,Male,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,North Carolina,NC,,1880443506,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0135,LP0264,CES 2024 Common Content,1880443704,3.85561123423328,54,45-59,Male,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,Missouri,MO,,1880443704,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0136,LP0265,CES 2024 Common Content,1883948014,0.384451038104827,56,45-59,Male,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,Ohio,OH,,1883948014,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0137,LP0268,CES 2024 Common Content,1885911990,0.88026297195494,55,45-59,Male,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,Kentucky,KY,,1885911990,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0138,LP0270,CES 2024 Common Content,1886681582,3.41472668438948,50,45-59,Male,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,New York,NY,,1886681582,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0139,LP0272,CES 2024 Common Content,1886683456,1.76780873895939,58,45-59,Male,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,Maryland,MD,,1886683456,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0140,LP0276,CES 2024 Common Content,1888807424,1.65169099045862,58,45-59,Male,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,Missouri,MO,,1888807424,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0141,LP0279,CES 2024 Common Content,1894234714,2.04571668706652,51,45-59,Male,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,Utah,UT,,1894234714,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Mormon,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0142,LP0281,CES 2024 Common Content,1894271910,0.693937513600076,57,45-59,Male,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Arizona,AZ,,1894271910,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Atheist,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0143,LP0282,CES 2024 Common Content,1894272514,0.719493808217829,46,45-59,Male,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Pennsylvania,PA,,1894272514,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Jewish,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0144,LP0283,CES 2024 Common Content,1894277254,0.297209103774413,48,45-59,Male,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Other,Kentucky,KY,,1894277254,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Atheist,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0145,LP0292,CES 2024 Common Content,1898324544,0.288675306957173,51,45-59,Male,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,Oregon,OR,,1898324544,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0146,LP0295,CES 2024 Common Content,1899158358,1.1089896682078,58,45-59,Male,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,Texas,TX,,1899158358,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0147,LP0296,CES 2024 Common Content,1899860176,0.801520951641885,59,45-59,Male,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,Virginia,VA,,1899860176,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Atheist,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0148,LP0298,CES 2024 Common Content,1902217782,0.733183399063708,56,45-59,Male,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,New Jersey,NJ,,1902217782,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0149,LP0302,CES 2024 Common Content,1861886738,1.67780835013486,55,45-59,Male,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat,New York,NY,,1861886738,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0150,LP0303,CES 2024 Common Content,1869600462,1.11871541702273,57,45-59,Male,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Other,South Carolina,SC,,1869600462,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0151,LP0304,CES 2024 Common Content,1870338724,1.21147899070163,59,45-59,Male,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,North Carolina,NC,,1870338724,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Atheist,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0152,LP0305,CES 2024 Common Content,1882443212,0.106367388137835,50,45-59,Male,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,Alabama,AL,,1882443212,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Agnostic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0153,LP0306,CES 2024 Common Content,1886682400,2.32000300349292,59,45-59,Male,Black / African American,Bachelor's degree,"$168,000 or more",Independent,Virginia,VA,,1886682400,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0154,LP0307,CES 2024 Common Content,1886683858,13.6128513346066,51,45-59,Male,Black / African American,Master's degree / Professional degree,"$168,000 or more",Independent,California,CA,,1886683858,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0155,LP0308,CES 2024 Common Content,1890512464,0.686221711768913,56,45-59,Male,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,Texas,TX,,1890512464,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0156,LP0309,CES 2024 Common Content,1896136622,13.7804942888017,46,45-59,Male,Black / African American,Less than high school,"Less than $30,000",Independent,Florida,FL,,1896136622,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0157,LP0310,CES 2024 Common Content,1902753962,0.183504288209726,49,45-59,Male,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent,Louisiana,LA,,1902753962,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Something else,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0158,LP0311,CES 2024 Common Content,1903996964,1.63749693729401,57,45-59,Male,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Massachusetts,MA,,1903996964,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0159,LP0312,CES 2024 Common Content,1906013304,3.68603659376081,46,45-59,Male,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,Georgia,GA,,1906013304,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0160,LP0313,CES 2024 Common Content,1907089410,3.34534902296985,51,45-59,Male,Black / African American,High school diploma / GED,"Less than $30,000",Independent,Florida,FL,,1907089410,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0161,LP0314,CES 2024 Common Content,1910030248,5.3786322878494,48,45-59,Male,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,Ohio,OH,,1910030248,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0162,LP0315,CES 2024 Common Content,1855654054,1.55271030295934,54,45-59,Male,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Republican,Nevada,NV,,1855654054,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Atheist,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0163,LP0319,CES 2024 Common Content,1873031058,0.50748508163208,48,45-59,Male,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Independent,Texas,TX,,1873031058,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0164,LP0321,CES 2024 Common Content,1874976468,2.57987906801121,49,45-59,Male,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,California,CA,,1874976468,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0165,LP0322,CES 2024 Common Content,1880428732,0.554095872342969,47,45-59,Male,Hispanic / Latino,Master's degree / Professional degree,"Less than $30,000",Republican,Utah,UT,,1880428732,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0166,LP0323,CES 2024 Common Content,1882426204,6.25133439013704,55,45-59,Male,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Other,Florida,FL,,1882426204,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Something else,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0167,LP0325,CES 2024 Common Content,1882442476,2.08115073022245,52,45-59,Male,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,Florida,FL,,1882442476,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Something else,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0168,LP0328,CES 2024 Common Content,1888365612,1.27484836038807,45,45-59,Male,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Democrat,New York,NY,,1888365612,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0169,LP0329,CES 2024 Common Content,1888380464,2.53622902671479,57,45-59,Male,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Other,Arizona,AZ,,1888380464,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Agnostic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0170,LP0330,CES 2024 Common Content,1895696464,13.7804942888017,49,45-59,Male,Hispanic / Latino,Less than high school,"Less than $30,000",Independent,Texas,TX,,1895696464,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0171,LP0331,CES 2024 Common Content,1899859682,2.37915845959215,56,45-59,Male,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Republican,California,CA,,1899859682,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0172,LP0332,CES 2024 Common Content,1901737534,13.6128513346066,46,45-59,Male,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat,Florida,FL,,1901737534,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0173,LP0334,CES 2024 Common Content,1910001768,3.64768842486691,59,45-59,Male,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,New York,NY,,1910001768,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0174,LP0361,CES 2024 Common Content,1874322280,0.727594434784791,62,60+,Male,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,Pennsylvania,PA,,1874322280,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0175,LP0362,CES 2024 Common Content,1877950226,0.847830304993643,77,60+,Male,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Florida,FL,,1877950226,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0176,LP0367,CES 2024 Common Content,1879101694,0.530710783998284,63,60+,Male,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,Iowa,IA,,1879101694,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0177,LP0369,CES 2024 Common Content,1879908904,0.944117504227261,73,60+,Male,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Iowa,IA,,1879908904,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0178,LP0370,CES 2024 Common Content,1880089620,1.79829387508093,73,60+,Male,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,New York,NY,,1880089620,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Jewish,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0179,LP0371,CES 2024 Common Content,1880402348,1.17249197584367,75,60+,Male,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,California,CA,,1880402348,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0180,LP0373,CES 2024 Common Content,1880404612,1.4413835201075,65,60+,Male,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,Louisiana,LA,,1880404612,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0181,LP0375,CES 2024 Common Content,1880408314,0.328483411767579,68,60+,Male,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,Louisiana,LA,,1880408314,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0182,LP0376,CES 2024 Common Content,1880411778,1.2647944442307,79,60+,Male,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Republican,Florida,FL,,1880411778,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0183,LP0381,CES 2024 Common Content,1880426404,0.80043093231499,73,60+,Male,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,Rhode Island,RI,,1880426404,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Atheist,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0184,LP0382,CES 2024 Common Content,1880426890,1.61149693024419,83,60+,Male,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,Minnesota,MN,,1880426890,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Buddhist,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0185,LP0391,CES 2024 Common Content,1886679250,3.94418038182117,65,60+,Male,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican,New York,NY,,1886679250,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0186,LP0392,CES 2024 Common Content,1886681666,8.54277942044984,72,60+,Male,White / Caucasian,High school diploma / GED,"Less than $30,000",Other,Michigan,MI,,1886681666,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0187,LP0395,CES 2024 Common Content,1888322522,0.908236997614348,68,60+,Male,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,Massachusetts,MA,,1888322522,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0188,LP0396,CES 2024 Common Content,1888329540,1.15909751939844,67,60+,Male,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,Michigan,MI,,1888329540,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0189,LP0397,CES 2024 Common Content,1888329862,1.64692981742885,68,60+,Male,White / Caucasian,High school diploma / GED,"Less than $30,000",Other,Illinois,IL,,1888329862,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0190,LP0404,CES 2024 Common Content,1890484838,0.442638952904898,90,60+,Male,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,New Jersey,NJ,,1890484838,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0191,LP0407,CES 2024 Common Content,1894214608,1.16144343464537,64,60+,Male,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Wisconsin,WI,,1894214608,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0192,LP0408,CES 2024 Common Content,1894269970,1.18472043909882,66,60+,Male,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,Ohio,OH,,1894269970,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Something else,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0193,LP0409,CES 2024 Common Content,1894270332,0.846062259771064,83,60+,Male,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Massachusetts,MA,,1894270332,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0194,LP0410,CES 2024 Common Content,1894270388,0.632093544732814,78,60+,Male,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,California,CA,,1894270388,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0195,LP0411,CES 2024 Common Content,1894274348,0.49277747991204,72,60+,Male,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Ohio,OH,,1894274348,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0196,LP0414,CES 2024 Common Content,1894286596,0.435806178973986,81,60+,Male,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Texas,TX,,1894286596,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0197,LP0417,CES 2024 Common Content,1895697832,0.326421502782088,60,60+,Male,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,Ohio,OH,,1895697832,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0198,LP0420,CES 2024 Common Content,1897880170,1.12900380013926,87,60+,Male,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Other,Texas,TX,,1897880170,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0199,LP0425,CES 2024 Common Content,1897886418,0.839952028880739,78,60+,Male,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,Michigan,MI,,1897886418,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0200,LP0427,CES 2024 Common Content,1898313444,1.0656765227692,60,60+,Male,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,North Carolina,NC,,1898313444,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Nothing in particular,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0201,LP0432,CES 2024 Common Content,1898320182,1.04168654315206,76,60+,Male,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,Oklahoma,OK,,1898320182,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0202,LP0433,CES 2024 Common Content,1898320196,1.35181812603367,85,60+,Male,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,Washington,WA,,1898320196,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0203,LP0434,CES 2024 Common Content,1898322872,0.771657992523786,65,60+,Male,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Oklahoma,OK,,1898322872,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0204,LP0447,CES 2024 Common Content,1866724164,3.77418360781236,65,60+,Male,Black / African American,High school diploma / GED,"Less than $30,000",Independent,Louisiana,LA,,1866724164,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Something else,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
F0205,LP0448,CES 2024 Common Content,1869409122,2.55066441306175,65,60+,Male,Black / African American,High school diploma / GED,"Less than $30,000",Republican,Florida,FL,,1869409122,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant,deterministic subset of G donors matching benchmark F 500 cross quotas,same U.S.-adult target population as G benchmark panel
