donor_key,source_dataset,source_row_id,source_weight,age,age_band,gender,race,education,income,party,state,state_abbr,state_fips,donor_id,persona_generation_version,population_design,political_ideology,religion
LP0155,CES 2024 Common Content,1895697752,0.62759150456969,31,30-44,Male,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,Arizona,AZ,,1895697752,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant
LP0156,CES 2024 Common Content,1897110538,1.96849883279161,44,30-44,Male,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,North Carolina,NC,,1897110538,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Something else
LP0157,CES 2024 Common Content,1897886280,2.17029769573788,40,30-44,Male,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Oregon,OR,,1897886280,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Atheist
LP0158,CES 2024 Common Content,1898264244,1.36039184217588,42,30-44,Male,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Illinois,IL,,1898264244,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Something else
LP0159,CES 2024 Common Content,1898320040,1.1134648227953,33,30-44,Male,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,Missouri,MO,,1898320040,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Roman Catholic
LP0160,CES 2024 Common Content,1898327592,1.23812806618248,43,30-44,Male,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Oklahoma,OK,,1898327592,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant
LP0161,CES 2024 Common Content,1898511306,13.6128513346066,36,30-44,Male,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Texas,TX,,1898511306,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Nothing in particular
LP0162,CES 2024 Common Content,1898517296,2.42449720648366,34,30-44,Male,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,North Carolina,NC,,1898517296,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic
LP0163,CES 2024 Common Content,1899631584,7.8233661231254,33,30-44,Male,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,Tennessee,TN,,1899631584,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant
LP0164,CES 2024 Common Content,1899816800,4.67755376125343,43,30-44,Male,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,Arizona,AZ,,1899816800,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant
LP0165,CES 2024 Common Content,1899862284,1.27184544536573,34,30-44,Male,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Other,Texas,TX,,1899862284,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Agnostic
LP0166,CES 2024 Common Content,1899867384,0.731523693085008,40,30-44,Male,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,Colorado,CO,,1899867384,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Atheist
LP0167,CES 2024 Common Content,1899870818,2.45237489879782,37,30-44,Male,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,Colorado,CO,,1899870818,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Nothing in particular
LP0168,CES 2024 Common Content,1899887030,1.22355113900465,39,30-44,Male,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Republican,Virginia,VA,,1899887030,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic
LP0169,CES 2024 Common Content,1899903340,2.41371565232166,40,30-44,Male,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,Washington,WA,,1899903340,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Atheist
LP0170,CES 2024 Common Content,1900220926,1.86884181950134,32,30-44,Male,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,Virginia,VA,,1900220926,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant
LP0171,CES 2024 Common Content,1900224274,1.22375575466264,38,30-44,Male,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Pennsylvania,PA,,1900224274,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Agnostic
LP0172,CES 2024 Common Content,1900233366,2.52335623338937,34,30-44,Male,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,Florida,FL,,1900233366,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant
LP0173,CES 2024 Common Content,1902191192,0.989218094935625,40,30-44,Male,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,Texas,TX,,1902191192,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Atheist
LP0174,CES 2024 Common Content,1903867528,1.35760979805272,38,30-44,Male,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,Washington,WA,,1903867528,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Atheist
LP0175,CES 2024 Common Content,1906136202,1.55958466966468,40,30-44,Male,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,Georgia,GA,,1906136202,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant
LP0176,CES 2024 Common Content,1906534366,9.04760486656255,44,30-44,Male,White / Caucasian,Less than high school,"$30,000 to $55,999",Independent,Tennessee,TN,,1906534366,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant
LP0177,CES 2024 Common Content,1870932012,2.77579451100412,36,30-44,Male,Black / African American,High school diploma / GED,"$30,000 to $55,999",Other,New Jersey,NJ,,1870932012,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Nothing in particular
LP0178,CES 2024 Common Content,1886413746,4.0349798334199,32,30-44,Male,Black / African American,High school diploma / GED,"$168,000 or more",Other,Ohio,OH,,1886413746,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular
LP0179,CES 2024 Common Content,1886680208,7.3271969382452,43,30-44,Male,Black / African American,Bachelor's degree,"$56,000 to $99,999",Republican,Texas,TX,,1886680208,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant
LP0180,CES 2024 Common Content,1886683062,2.10676685840485,34,30-44,Male,Black / African American,Bachelor's degree,"$30,000 to $55,999",Independent,Virginia,VA,,1886683062,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant
LP0181,CES 2024 Common Content,1887295224,7.34816787703356,32,30-44,Male,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,Florida,FL,,1887295224,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Hindu
LP0182,CES 2024 Common Content,1888332322,1.21415318295307,35,30-44,Male,Black / African American,Bachelor's degree,"Less than $30,000",Democrat,Alaska,AK,,1888332322,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Muslim
LP0183,CES 2024 Common Content,1890166598,5.9921750741369,39,30-44,Male,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent,Texas,TX,,1890166598,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant
LP0184,CES 2024 Common Content,1894335652,2.54318492199118,31,30-44,Male,Black / African American,High school diploma / GED,"$56,000 to $99,999",Independent,California,CA,,1894335652,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Eastern or Greek Orthodox
LP0185,CES 2024 Common Content,1894339046,5.23374793897481,31,30-44,Male,Black / African American,High school diploma / GED,"Less than $30,000",Republican,Mississippi,MS,,1894339046,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular
LP0186,CES 2024 Common Content,1895827882,4.0349798334199,30,30-44,Male,Black / African American,High school diploma / GED,"Less than $30,000",Other,Ohio,OH,,1895827882,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Nothing in particular
LP0187,CES 2024 Common Content,1898078374,3.14672941479608,35,30-44,Male,Black / African American,High school diploma / GED,"$30,000 to $55,999",Republican,Tennessee,TN,,1898078374,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Muslim
LP0188,CES 2024 Common Content,1899800486,1.80911026149472,31,30-44,Male,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent,Louisiana,LA,,1899800486,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Something else
LP0189,CES 2024 Common Content,1902923082,2.42170545123163,44,30-44,Male,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Other,Virginia,VA,,1902923082,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant
LP0190,CES 2024 Common Content,1902941916,8.64031544951336,35,30-44,Male,Black / African American,Less than high school,"Less than $30,000",Independent,Georgia,GA,,1902941916,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular
LP0191,CES 2024 Common Content,1903910400,1.36823213486161,39,30-44,Male,Black / African American,Some college or Associate's degree,"Less than $30,000",Republican,North Carolina,NC,,1903910400,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Muslim
LP0192,CES 2024 Common Content,1909438166,3.54764645881362,43,30-44,Male,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,Colorado,CO,,1909438166,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant
LP0193,CES 2024 Common Content,1863206610,6.35569216589425,43,30-44,Male,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,Nevada,NV,,1863206610,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Something else
LP0194,CES 2024 Common Content,1872863082,0.659150067143227,44,30-44,Male,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent,Virginia,VA,,1872863082,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic
LP0195,CES 2024 Common Content,1877987058,3.04208813094688,32,30-44,Male,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican,Florida,FL,,1877987058,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant
LP0196,CES 2024 Common Content,1882426634,0.605684970738782,42,30-44,Male,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Other,Texas,TX,,1882426634,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Atheist
LP0197,CES 2024 Common Content,1882440230,6.86894004667752,31,30-44,Male,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent,Nebraska,NE,,1882440230,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic
LP0198,CES 2024 Common Content,1882484654,0.685346470667091,37,30-44,Male,Hispanic / Latino,Master's degree / Professional degree,"$30,000 to $55,999",Republican,Connecticut,CT,,1882484654,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Something else
LP0199,CES 2024 Common Content,1884682518,2.62820739586825,33,30-44,Male,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Texas,TX,,1884682518,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Agnostic
LP0200,CES 2024 Common Content,1885485544,2.27405106100319,44,30-44,Male,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Independent,California,CA,,1885485544,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Nothing in particular
LP0201,CES 2024 Common Content,1886455528,0.942589131824462,33,30-44,Male,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,California,CA,,1886455528,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Nothing in particular
LP0202,CES 2024 Common Content,1886679460,3.74783292319903,43,30-44,Male,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican,Texas,TX,,1886679460,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic
LP0203,CES 2024 Common Content,1886695546,13.7804942888017,40,30-44,Male,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat,New Mexico,NM,,1886695546,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic
LP0204,CES 2024 Common Content,1888329584,2.07880898780129,31,30-44,Male,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat,Massachusetts,MA,,1888329584,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic
LP0205,CES 2024 Common Content,1888337400,3.38862795066085,34,30-44,Male,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,Virginia,VA,,1888337400,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Something else
LP0206,CES 2024 Common Content,1888366956,3.63959561397509,41,30-44,Male,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Texas,TX,,1888366956,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Nothing in particular
LP0207,CES 2024 Common Content,1888367844,0.876596221858303,33,30-44,Male,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Democrat,Wisconsin,WI,,1888367844,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Agnostic
LP0208,CES 2024 Common Content,1888374412,12.5758313997459,39,30-44,Male,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,Florida,FL,,1888374412,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Something else
LP0209,CES 2024 Common Content,1888398584,9.78706342466503,33,30-44,Male,Hispanic / Latino,Master's degree / Professional degree,"$168,000 or more",Independent,California,CA,,1888398584,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Something else
LP0210,CES 2024 Common Content,1888743872,13.6128513346066,30,30-44,Male,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,California,CA,,1888743872,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Agnostic
LP0211,CES 2024 Common Content,1888809312,3.10816090528173,43,30-44,Male,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,Texas,TX,,1888809312,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular
LP0212,CES 2024 Common Content,1889068168,2.49800591262425,37,30-44,Male,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,Texas,TX,,1889068168,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic
LP0213,CES 2024 Common Content,1891885034,2.1161066040436,31,30-44,Male,Hispanic / Latino,Bachelor's degree,"$168,000 or more",Democrat,Florida,FL,,1891885034,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic
LP0214,CES 2024 Common Content,1893668256,2.49800591262425,41,30-44,Male,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent,Texas,TX,,1893668256,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular
LP0215,CES 2024 Common Content,1895517490,2.27405106100319,32,30-44,Male,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,California,CA,,1895517490,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic
LP0216,CES 2024 Common Content,1896260666,4.33275830219458,40,30-44,Male,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,California,CA,,1896260666,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Nothing in particular
LP0217,CES 2024 Common Content,1896306422,3.04208813094688,41,30-44,Male,Hispanic / Latino,Bachelor's degree,"$168,000 or more",Independent,Florida,FL,,1896306422,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Protestant
LP0218,CES 2024 Common Content,1896633354,5.27103601489507,34,30-44,Male,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat,Florida,FL,,1896633354,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant
LP0219,CES 2024 Common Content,1904031664,0.976813237286542,42,30-44,Male,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,New York,NY,,1904031664,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic
LP0220,CES 2024 Common Content,1906099928,1.61237895933272,34,30-44,Male,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Democrat,Texas,TX,,1906099928,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic
LP0221,CES 2024 Common Content,1906607528,10.0329443065378,30,30-44,Male,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat,Texas,TX,,1906607528,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Roman Catholic
LP0222,CES 2024 Common Content,1865071700,0.585060205484056,31,30-44,Male,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,Hawaii,HI,,1865071700,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Atheist
LP0223,CES 2024 Common Content,1878646678,1.65200241932778,39,30-44,Male,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,Pennsylvania,PA,,1878646678,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Muslim
LP0224,CES 2024 Common Content,1880410578,4.12578364753405,40,30-44,Male,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Republican,Texas,TX,,1880410578,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant
LP0225,CES 2024 Common Content,1880411432,0.941363229766468,36,30-44,Male,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Democrat,New Jersey,NJ,,1880411432,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant
LP0226,CES 2024 Common Content,1888374120,6.10874442996687,42,30-44,Male,Asian / Asian American,High school diploma / GED,"$30,000 to $55,999",Independent,Virginia,VA,,1888374120,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic
LP0227,CES 2024 Common Content,1894099108,3.7055356254373,32,30-44,Male,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,Texas,TX,,1894099108,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Hindu
LP0228,CES 2024 Common Content,1899604938,3.37761391338968,43,30-44,Male,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,California,CA,,1899604938,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Buddhist
LP0229,CES 2024 Common Content,1902168108,3.37761391338968,39,30-44,Male,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Independent,California,CA,,1902168108,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Agnostic
LP0230,CES 2024 Common Content,1864424002,0.631460319313019,43,30-44,Male,Other,Some college or Associate's degree,"$168,000 or more",Democrat,Georgia,GA,,1864424002,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Protestant
LP0231,CES 2024 Common Content,1893795470,3.95878482402086,43,30-44,Male,Other,Less than high school,"Less than $30,000",Republican,Wisconsin,WI,,1893795470,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Roman Catholic
LP0232,CES 2024 Common Content,1898440894,6.52267075392054,31,30-44,Male,Other,Less than high school,"Less than $30,000",Other,Oklahoma,OK,,1898440894,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Nothing in particular
LP0233,CES 2024 Common Content,1859988650,10.5995019642031,54,45-59,Male,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Other,Michigan,MI,,1859988650,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Protestant
LP0234,CES 2024 Common Content,1862444722,3.16273539755969,57,45-59,Male,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,Georgia,GA,,1862444722,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very conservative,Something else
LP0235,CES 2024 Common Content,1864898094,0.706087342484092,51,45-59,Male,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,Minnesota,MN,,1864898094,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant
LP0236,CES 2024 Common Content,1870678250,13.6128513346066,55,45-59,Male,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Michigan,MI,,1870678250,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Jewish
LP0237,CES 2024 Common Content,1870931222,0.736652871087499,57,45-59,Male,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,Pennsylvania,PA,,1870931222,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Agnostic
LP0238,CES 2024 Common Content,1872080544,1.59356956288081,46,45-59,Male,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,Rhode Island,RI,,1872080544,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Nothing in particular
LP0239,CES 2024 Common Content,1872862788,13.1841712680944,49,45-59,Male,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,Pennsylvania,PA,,1872862788,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Atheist
LP0240,CES 2024 Common Content,1873026212,2.4817588149292,57,45-59,Male,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Michigan,MI,,1873026212,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Atheist
LP0241,CES 2024 Common Content,1873027948,0.244963284060272,53,45-59,Male,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Maryland,MD,,1873027948,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Nothing in particular
LP0242,CES 2024 Common Content,1873030138,0.439990563226341,57,45-59,Male,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Kentucky,KY,,1873030138,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Nothing in particular
LP0243,CES 2024 Common Content,1873030350,0.560362004350278,45,45-59,Male,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,Delaware,DE,,1873030350,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Roman Catholic
LP0244,CES 2024 Common Content,1873030434,1.31087917302883,58,45-59,Male,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Arkansas,AR,,1873030434,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant
LP0245,CES 2024 Common Content,1873030648,2.92384384064185,54,45-59,Male,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Georgia,GA,,1873030648,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant
LP0246,CES 2024 Common Content,1873031072,1.30711349355286,58,45-59,Male,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Alabama,AL,,1873031072,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant
LP0247,CES 2024 Common Content,1873558900,8.93300003374889,58,45-59,Male,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Wisconsin,WI,,1873558900,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Moderate,Roman Catholic
LP0248,CES 2024 Common Content,1879043850,13.6128513346066,56,45-59,Male,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Other,Tennessee,TN,,1879043850,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Conservative,Protestant
LP0249,CES 2024 Common Content,1880400248,0.886023073226648,55,45-59,Male,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,California,CA,,1880400248,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Protestant
LP0250,CES 2024 Common Content,1880401232,13.1841712680944,51,45-59,Male,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Other,Florida,FL,,1880401232,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,,Protestant
LP0251,CES 2024 Common Content,1880402544,2.19590935324141,58,45-59,Male,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,Wisconsin,WI,,1880402544,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Liberal,Atheist
LP0252,CES 2024 Common Content,1880403534,2.51840392130498,47,45-59,Male,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,Connecticut,CT,,1880403534,g1000_population_yaml_2026-08-24,G final: 1000 latent U.S.-adult donors; one control and 16 interventions,Very liberal,Atheist
