latent_profile_id,donor_id,gender,age,age_band,race,education,education_approximated,income,income_approximated,party,state_abbr,religion,political_ideology,ces_commonweight,population_seed
LP0160,1898327592,Male,43,30-44,White / Caucasian,Bachelor's degree,False,"$168,000 or more",False,Democrat,OK,Protestant,Liberal,1.23812806618248,20260831
LP0161,1898511306,Male,36,30-44,White / Caucasian,High school diploma / GED,False,"$30,000 to $55,999",False,Independent,TX,Nothing in particular,Very conservative,13.6128513346066,20260831
LP0162,1898517296,Male,34,30-44,White / Caucasian,Some college or Associate's degree,False,"$30,000 to $55,999",False,Republican,NC,Roman Catholic,Moderate,2.42449720648366,20260831
LP0163,1899631584,Male,33,30-44,White / Caucasian,High school diploma / GED,False,"Less than $30,000",False,Republican,TN,Protestant,Moderate,7.8233661231254,20260831
LP0164,1899816800,Male,43,30-44,White / Caucasian,Some college or Associate's degree,False,"Less than $30,000",False,Democrat,AZ,Protestant,Liberal,4.67755376125343,20260831
LP0165,1899862284,Male,34,30-44,White / Caucasian,Bachelor's degree,False,"$56,000 to $99,999",False,Other,TX,Agnostic,Very liberal,1.27184544536573,20260831
LP0166,1899867384,Male,40,30-44,White / Caucasian,Master's degree / Professional degree,True,"$56,000 to $99,999",False,Democrat,CO,Atheist,Liberal,0.731523693085008,20260831
LP0167,1899870818,Male,37,30-44,White / Caucasian,Bachelor's degree,False,"$100,000 to $167,999",False,Democrat,CO,Nothing in particular,Liberal,2.45237489879782,20260831
LP0168,1899887030,Male,39,30-44,White / Caucasian,Master's degree / Professional degree,True,"$30,000 to $55,999",False,Republican,VA,Roman Catholic,Moderate,1.22355113900465,20260831
LP0169,1899903340,Male,40,30-44,White / Caucasian,Bachelor's degree,False,"$30,000 to $55,999",True,Democrat,WA,Atheist,Liberal,2.41371565232166,20260831
LP0170,1900220926,Male,32,30-44,White / Caucasian,Bachelor's degree,False,"$168,000 or more",False,Independent,VA,Protestant,Moderate,1.86884181950134,20260831
LP0171,1900224274,Male,38,30-44,White / Caucasian,Bachelor's degree,False,"$168,000 or more",True,Democrat,PA,Agnostic,Very liberal,1.22375575466264,20260831
LP0172,1900233366,Male,34,30-44,White / Caucasian,Bachelor's degree,False,"$100,000 to $167,999",False,Independent,FL,Protestant,Moderate,2.52335623338937,20260831
LP0173,1902191192,Male,40,30-44,White / Caucasian,Master's degree / Professional degree,True,"$168,000 or more",False,Democrat,TX,Atheist,Very liberal,0.989218094935625,20260831
LP0174,1903867528,Male,38,30-44,White / Caucasian,Bachelor's degree,False,"$168,000 or more",False,Independent,WA,Atheist,Liberal,1.35760979805272,20260831
LP0175,1906136202,Male,40,30-44,White / Caucasian,High school diploma / GED,False,"$56,000 to $99,999",False,Independent,GA,Protestant,Moderate,1.55958466966468,20260831
LP0176,1906534366,Male,44,30-44,White / Caucasian,Less than high school,False,"$30,000 to $55,999",False,Independent,TN,Protestant,Liberal,9.04760486656255,20260831
LP0177,1870932012,Male,36,30-44,Black / African American,High school diploma / GED,False,"$30,000 to $55,999",False,Other,NJ,Nothing in particular,,2.77579451100412,20260831
LP0178,1886413746,Male,32,30-44,Black / African American,High school diploma / GED,False,"$168,000 or more",True,Other,OH,Nothing in particular,Moderate,4.0349798334199,20260831
LP0179,1886680208,Male,43,30-44,Black / African American,Bachelor's degree,False,"$56,000 to $99,999",False,Republican,TX,Protestant,Conservative,7.3271969382452,20260831
LP0180,1886683062,Male,34,30-44,Black / African American,Bachelor's degree,False,"$30,000 to $55,999",False,Independent,VA,Protestant,Moderate,2.10676685840485,20260831
LP0181,1887295224,Male,32,30-44,Black / African American,Some college or Associate's degree,False,"Less than $30,000",False,Democrat,FL,Hindu,Very liberal,7.34816787703356,20260831
LP0182,1888332322,Male,35,30-44,Black / African American,Bachelor's degree,False,"Less than $30,000",False,Democrat,AK,Muslim,Very liberal,1.21415318295307,20260831
LP0183,1890166598,Male,39,30-44,Black / African American,Some college or Associate's degree,False,"$30,000 to $55,999",False,Independent,TX,Protestant,Moderate,5.9921750741369,20260831
LP0184,1894335652,Male,31,30-44,Black / African American,High school diploma / GED,False,"$56,000 to $99,999",False,Independent,CA,Eastern or Greek Orthodox,Conservative,2.54318492199118,20260831
LP0185,1894339046,Male,31,30-44,Black / African American,High school diploma / GED,False,"Less than $30,000",False,Republican,MS,Nothing in particular,Moderate,5.23374793897481,20260831
LP0186,1895827882,Male,30,30-44,Black / African American,High school diploma / GED,False,"Less than $30,000",False,Other,OH,Nothing in particular,,4.0349798334199,20260831
LP0187,1898078374,Male,35,30-44,Black / African American,High school diploma / GED,False,"$30,000 to $55,999",True,Republican,TN,Muslim,Moderate,3.14672941479608,20260831
LP0188,1899800486,Male,31,30-44,Black / African American,Some college or Associate's degree,False,"Less than $30,000",False,Independent,LA,Something else,Moderate,1.80911026149472,20260831
LP0189,1902923082,Male,44,30-44,Black / African American,Some college or Associate's degree,False,"$100,000 to $167,999",False,Other,VA,Protestant,Liberal,2.42170545123163,20260831
LP0190,1902941916,Male,35,30-44,Black / African American,Less than high school,False,"Less than $30,000",False,Independent,GA,Nothing in particular,Moderate,8.64031544951336,20260831
LP0191,1903910400,Male,39,30-44,Black / African American,Some college or Associate's degree,False,"Less than $30,000",False,Republican,NC,Muslim,Conservative,1.36823213486161,20260831
LP0192,1909438166,Male,43,30-44,Black / African American,High school diploma / GED,False,"$30,000 to $55,999",False,Democrat,CO,Protestant,Moderate,3.54764645881362,20260831
LP0193,1863206610,Male,43,30-44,Hispanic / Latino,Some college or Associate's degree,False,"$56,000 to $99,999",False,Republican,NV,Something else,Very conservative,6.35569216589425,20260831
LP0194,1872863082,Male,44,30-44,Hispanic / Latino,High school diploma / GED,False,"$30,000 to $55,999",False,Independent,VA,Roman Catholic,Moderate,0.659150067143227,20260831
LP0195,1877987058,Male,32,30-44,Hispanic / Latino,Bachelor's degree,False,"$56,000 to $99,999",False,Republican,FL,Protestant,Very conservative,3.04208813094688,20260831
LP0196,1882426634,Male,42,30-44,Hispanic / Latino,High school diploma / GED,False,"Less than $30,000",False,Other,TX,Atheist,Liberal,0.605684970738782,20260831
LP0197,1882440230,Male,31,30-44,Hispanic / Latino,High school diploma / GED,False,"$30,000 to $55,999",True,Independent,NE,Roman Catholic,Liberal,6.86894004667752,20260831
LP0198,1882484654,Male,37,30-44,Hispanic / Latino,Master's degree / Professional degree,True,"$30,000 to $55,999",True,Republican,CT,Something else,Very conservative,0.685346470667091,20260831
LP0199,1884682518,Male,33,30-44,Hispanic / Latino,Some college or Associate's degree,False,"$30,000 to $55,999",False,Democrat,TX,Agnostic,Very conservative,2.62820739586825,20260831
LP0200,1885485544,Male,44,30-44,Hispanic / Latino,High school diploma / GED,False,"$56,000 to $99,999",False,Independent,CA,Nothing in particular,Very liberal,2.27405106100319,20260831
LP0201,1886455528,Male,33,30-44,Hispanic / Latino,High school diploma / GED,False,"$56,000 to $99,999",False,Republican,CA,Nothing in particular,Very conservative,0.942589131824462,20260831
LP0202,1886679460,Male,43,30-44,Hispanic / Latino,Some college or Associate's degree,False,"$30,000 to $55,999",False,Republican,TX,Roman Catholic,Liberal,3.74783292319903,20260831
LP0203,1886695546,Male,40,30-44,Hispanic / Latino,Less than high school,False,"Less than $30,000",False,Democrat,NM,Roman Catholic,Liberal,13.7804942888017,20260831
LP0204,1888329584,Male,31,30-44,Hispanic / Latino,Bachelor's degree,False,"$100,000 to $167,999",False,Democrat,MA,Roman Catholic,Moderate,2.07880898780129,20260831
LP0205,1888337400,Male,34,30-44,Hispanic / Latino,Some college or Associate's degree,False,"$100,000 to $167,999",False,Independent,VA,Something else,Moderate,3.38862795066085,20260831
LP0206,1888366956,Male,41,30-44,Hispanic / Latino,Some college or Associate's degree,False,"$56,000 to $99,999",False,Democrat,TX,Nothing in particular,Very liberal,3.63959561397509,20260831
LP0207,1888367844,Male,33,30-44,Hispanic / Latino,Bachelor's degree,False,"$30,000 to $55,999",False,Democrat,WI,Agnostic,Moderate,0.876596221858303,20260831
LP0208,1888374412,Male,39,30-44,Hispanic / Latino,Some college or Associate's degree,False,"$100,000 to $167,999",False,Independent,FL,Something else,Moderate,12.5758313997459,20260831
LP0209,1888398584,Male,33,30-44,Hispanic / Latino,Master's degree / Professional degree,True,"$168,000 or more",False,Independent,CA,Something else,Moderate,9.78706342466503,20260831
LP0210,1888743872,Male,30,30-44,Hispanic / Latino,Some college or Associate's degree,False,"$30,000 to $55,999",True,Democrat,CA,Agnostic,Liberal,13.6128513346066,20260831
LP0211,1888809312,Male,43,30-44,Hispanic / Latino,Some college or Associate's degree,False,"$56,000 to $99,999",False,Republican,TX,Nothing in particular,Moderate,3.10816090528173,20260831
LP0212,1889068168,Male,37,30-44,Hispanic / Latino,High school diploma / GED,False,"$56,000 to $99,999",False,Republican,TX,Roman Catholic,Moderate,2.49800591262425,20260831
LP0213,1891885034,Male,31,30-44,Hispanic / Latino,Bachelor's degree,False,"$168,000 or more",False,Democrat,FL,Roman Catholic,Moderate,2.1161066040436,20260831
LP0214,1893668256,Male,41,30-44,Hispanic / Latino,High school diploma / GED,False,"$30,000 to $55,999",False,Independent,TX,Nothing in particular,Moderate,2.49800591262425,20260831
LP0215,1895517490,Male,32,30-44,Hispanic / Latino,High school diploma / GED,False,"Less than $30,000",False,Independent,CA,Roman Catholic,Moderate,2.27405106100319,20260831
LP0216,1896260666,Male,40,30-44,Hispanic / Latino,Some college or Associate's degree,False,"$30,000 to $55,999",True,Independent,CA,Nothing in particular,Very liberal,4.33275830219458,20260831
LP0217,1896306422,Male,41,30-44,Hispanic / Latino,Bachelor's degree,False,"$168,000 or more",True,Independent,FL,Protestant,Very conservative,3.04208813094688,20260831
LP0218,1896633354,Male,34,30-44,Hispanic / Latino,Bachelor's degree,False,"$56,000 to $99,999",False,Democrat,FL,Protestant,Moderate,5.27103601489507,20260831
LP0219,1904031664,Male,42,30-44,Hispanic / Latino,High school diploma / GED,False,"Less than $30,000",False,Independent,NY,Roman Catholic,Liberal,0.976813237286542,20260831
LP0220,1906099928,Male,34,30-44,Hispanic / Latino,Bachelor's degree,False,"$30,000 to $55,999",True,Democrat,TX,Roman Catholic,Moderate,1.61237895933272,20260831
LP0221,1906607528,Male,30,30-44,Hispanic / Latino,Less than high school,False,"Less than $30,000",False,Democrat,TX,Roman Catholic,Liberal,10.0329443065378,20260831
LP0222,1865071700,Male,31,30-44,Asian / Asian American,Bachelor's degree,False,"$56,000 to $99,999",False,Democrat,HI,Atheist,Very liberal,0.585060205484056,20260831
LP0223,1878646678,Male,39,30-44,Asian / Asian American,Master's degree / Professional degree,True,"$100,000 to $167,999",False,Democrat,PA,Muslim,Liberal,1.65200241932778,20260831
LP0224,1880410578,Male,40,30-44,Asian / Asian American,Master's degree / Professional degree,True,"$100,000 to $167,999",False,Republican,TX,Protestant,Conservative,4.12578364753405,20260831
LP0225,1880411432,Male,36,30-44,Asian / Asian American,Bachelor's degree,False,"$100,000 to $167,999",False,Democrat,NJ,Protestant,Liberal,0.941363229766468,20260831
LP0226,1888374120,Male,42,30-44,Asian / Asian American,High school diploma / GED,False,"$30,000 to $55,999",False,Independent,VA,Roman Catholic,Moderate,6.10874442996687,20260831
LP0227,1894099108,Male,32,30-44,Asian / Asian American,Bachelor's degree,False,"$56,000 to $99,999",False,Democrat,TX,Hindu,Moderate,3.7055356254373,20260831
LP0228,1899604938,Male,43,30-44,Asian / Asian American,Bachelor's degree,False,"$56,000 to $99,999",False,Democrat,CA,Buddhist,Moderate,3.37761391338968,20260831
LP0229,1902168108,Male,39,30-44,Asian / Asian American,Bachelor's degree,False,"$56,000 to $99,999",False,Independent,CA,Agnostic,Moderate,3.37761391338968,20260831
LP0230,1864424002,Male,43,30-44,Other,Some college or Associate's degree,False,"$168,000 or more",True,Democrat,GA,Protestant,Moderate,0.631460319313019,20260831
LP0231,1893795470,Male,43,30-44,Other,Less than high school,False,"Less than $30,000",False,Republican,WI,Roman Catholic,Conservative,3.95878482402086,20260831
LP0232,1898440894,Male,31,30-44,Other,Less than high school,False,"Less than $30,000",False,Other,OK,Nothing in particular,,6.52267075392054,20260831
LP0233,1859988650,Male,54,45-59,White / Caucasian,High school diploma / GED,False,"$30,000 to $55,999",True,Other,MI,Protestant,,10.5995019642031,20260831
LP0234,1862444722,Male,57,45-59,White / Caucasian,High school diploma / GED,False,"$100,000 to $167,999",False,Republican,GA,Something else,Very conservative,3.16273539755969,20260831
LP0235,1864898094,Male,51,45-59,White / Caucasian,High school diploma / GED,False,"Less than $30,000",False,Independent,MN,Protestant,Liberal,0.706087342484092,20260831
LP0236,1870678250,Male,55,45-59,White / Caucasian,Bachelor's degree,False,"$168,000 or more",False,Democrat,MI,Jewish,Moderate,13.6128513346066,20260831
LP0237,1870931222,Male,57,45-59,White / Caucasian,Some college or Associate's degree,False,"$30,000 to $55,999",True,Republican,PA,Agnostic,Conservative,0.736652871087499,20260831
LP0238,1872080544,Male,46,45-59,White / Caucasian,High school diploma / GED,False,"$56,000 to $99,999",False,Independent,RI,Nothing in particular,,1.59356956288081,20260831
LP0239,1872862788,Male,49,45-59,White / Caucasian,High school diploma / GED,False,"Less than $30,000",False,Independent,PA,Atheist,Moderate,13.1841712680944,20260831
LP0240,1873026212,Male,57,45-59,White / Caucasian,Some college or Associate's degree,False,"$100,000 to $167,999",False,Democrat,MI,Atheist,Liberal,2.4817588149292,20260831
LP0241,1873027948,Male,53,45-59,White / Caucasian,Bachelor's degree,False,"$168,000 or more",True,Democrat,MD,Nothing in particular,Moderate,0.244963284060272,20260831
LP0242,1873030138,Male,57,45-59,White / Caucasian,Some college or Associate's degree,False,"$100,000 to $167,999",False,Democrat,KY,Nothing in particular,Liberal,0.439990563226341,20260831
LP0243,1873030350,Male,45,45-59,White / Caucasian,Master's degree / Professional degree,True,"$168,000 or more",False,Republican,DE,Roman Catholic,Conservative,0.560362004350278,20260831
LP0244,1873030434,Male,58,45-59,White / Caucasian,High school diploma / GED,False,"$56,000 to $99,999",False,Republican,AR,Protestant,Conservative,1.31087917302883,20260831
LP0245,1873030648,Male,54,45-59,White / Caucasian,Some college or Associate's degree,False,"Less than $30,000",False,Independent,GA,Protestant,Conservative,2.92384384064185,20260831
LP0246,1873031072,Male,58,45-59,White / Caucasian,Some college or Associate's degree,False,"$100,000 to $167,999",False,Independent,AL,Protestant,Conservative,1.30711349355286,20260831
LP0247,1873558900,Male,58,45-59,White / Caucasian,High school diploma / GED,False,"$30,000 to $55,999",False,Independent,WI,Roman Catholic,Moderate,8.93300003374889,20260831
LP0248,1879043850,Male,56,45-59,White / Caucasian,Some college or Associate's degree,False,"Less than $30,000",False,Other,TN,Protestant,Conservative,13.6128513346066,20260831
LP0249,1880400248,Male,55,45-59,White / Caucasian,Master's degree / Professional degree,True,"$168,000 or more",False,Democrat,CA,Protestant,Liberal,0.886023073226648,20260831
LP0250,1880401232,Male,51,45-59,White / Caucasian,Some college or Associate's degree,False,"$30,000 to $55,999",False,Other,FL,Protestant,,13.1841712680944,20260831
LP0251,1880402544,Male,58,45-59,White / Caucasian,High school diploma / GED,False,"$100,000 to $167,999",False,Democrat,WI,Atheist,Liberal,2.19590935324141,20260831
LP0252,1880403534,Male,47,45-59,White / Caucasian,Master's degree / Professional degree,True,"$56,000 to $99,999",False,Democrat,CT,Atheist,Very liberal,2.51840392130498,20260831
LP0253,1880403990,Male,58,45-59,White / Caucasian,High school diploma / GED,False,"$56,000 to $99,999",False,Republican,MO,Protestant,Very conservative,2.38344623481177,20260831
LP0254,1880405658,Male,53,45-59,White / Caucasian,High school diploma / GED,False,"$30,000 to $55,999",False,Independent,MI,Nothing in particular,Conservative,5.62558227564202,20260831
LP0255,1880406332,Male,51,45-59,White / Caucasian,Some college or Associate's degree,False,"$100,000 to $167,999",False,Republican,NJ,Agnostic,Very conservative,0.69821190795677,20260831
LP0256,1880406624,Male,57,45-59,White / Caucasian,Bachelor's degree,False,"Less than $30,000",False,Independent,TX,Protestant,Very conservative,0.53367367222837,20260831
LP0257,1880408284,Male,49,45-59,White / Caucasian,Master's degree / Professional degree,True,"$168,000 or more",True,Independent,MD,Atheist,Moderate,1.17173414842291,20260831
LP0258,1880409568,Male,59,45-59,White / Caucasian,Some college or Associate's degree,False,"$56,000 to $99,999",False,Independent,MD,Agnostic,Moderate,0.805385091103152,20260831
LP0259,1880413540,Male,55,45-59,White / Caucasian,Master's degree / Professional degree,True,"$56,000 to $99,999",False,Independent,VA,Protestant,Conservative,1.31348977722574,20260831
LP0260,1880413744,Male,56,45-59,White / Caucasian,Some college or Associate's degree,False,"$100,000 to $167,999",False,Independent,NH,Roman Catholic,Moderate,1.05245961010768,20260831
LP0261,1880429144,Male,47,45-59,White / Caucasian,Some college or Associate's degree,False,"$168,000 or more",True,Republican,ND,Protestant,Conservative,2.46466231084282,20260831
LP0262,1880435198,Male,58,45-59,White / Caucasian,Master's degree / Professional degree,True,"$56,000 to $99,999",False,Republican,WA,Roman Catholic,Conservative,0.631139318931724,20260831
LP0263,1880443506,Male,58,45-59,White / Caucasian,High school diploma / GED,False,"$56,000 to $99,999",False,Democrat,NC,Protestant,Liberal,3.27621728296639,20260831
LP0264,1880443704,Male,54,45-59,White / Caucasian,Master's degree / Professional degree,True,"$56,000 to $99,999",False,Independent,MO,Protestant,Very conservative,3.85561123423328,20260831
LP0265,1883948014,Male,56,45-59,White / Caucasian,High school diploma / GED,False,"Less than $30,000",False,Democrat,OH,Nothing in particular,Very liberal,0.384451038104827,20260831
LP0266,1884845296,Male,57,45-59,White / Caucasian,High school diploma / GED,False,"$100,000 to $167,999",False,Republican,OR,Something else,Conservative,3.00202548841745,20260831
LP0267,1885423546,Male,49,45-59,White / Caucasian,High school diploma / GED,False,"$30,000 to $55,999",False,Republican,GA,Nothing in particular,Liberal,8.395268082248,20260831
LP0268,1885911990,Male,55,45-59,White / Caucasian,High school diploma / GED,False,"$30,000 to $55,999",False,Democrat,KY,Protestant,Liberal,0.88026297195494,20260831
LP0269,1886268232,Male,59,45-59,White / Caucasian,High school diploma / GED,False,"$168,000 or more",False,Republican,MA,Atheist,Conservative,1.39402333107382,20260831
LP0270,1886681582,Male,50,45-59,White / Caucasian,High school diploma / GED,False,"Less than $30,000",False,Independent,NY,Protestant,Moderate,3.41472668438948,20260831
LP0271,1886682250,Male,47,45-59,White / Caucasian,High school diploma / GED,False,"$30,000 to $55,999",False,Republican,LA,Roman Catholic,Very conservative,1.4225838547988,20260831
LP0272,1886683456,Male,58,45-59,White / Caucasian,High school diploma / GED,False,"$168,000 or more",False,Republican,MD,Roman Catholic,Moderate,1.76780873895939,20260831
LP0273,1888329898,Male,58,45-59,White / Caucasian,High school diploma / GED,False,"$30,000 to $55,999",False,Independent,SC,Nothing in particular,,13.6128513346066,20260831
LP0274,1888329994,Male,51,45-59,White / Caucasian,Less than high school,False,"Less than $30,000",False,Democrat,KY,Nothing in particular,Conservative,1.98516315365551,20260831
LP0275,1888331722,Male,56,45-59,White / Caucasian,High school diploma / GED,False,"$30,000 to $55,999",False,Independent,PA,Protestant,Moderate,0.839618444198665,20260831
LP0276,1888807424,Male,58,45-59,White / Caucasian,High school diploma / GED,False,"Less than $30,000",False,Republican,MO,Nothing in particular,Moderate,1.65169099045862,20260831
LP0277,1889153316,Male,58,45-59,White / Caucasian,Less than high school,False,"$30,000 to $55,999",False,Independent,DE,Protestant,Moderate,7.19210385335295,20260831
LP0278,1892014706,Male,45,45-59,White / Caucasian,Some college or Associate's degree,False,"$56,000 to $99,999",False,Republican,KS,Protestant,Conservative,1.26441473392871,20260831
LP0279,1894234714,Male,51,45-59,White / Caucasian,Some college or Associate's degree,False,"$100,000 to $167,999",False,Republican,UT,Mormon,Very conservative,2.04571668706652,20260831
LP0280,1894270274,Male,46,45-59,White / Caucasian,Some college or Associate's degree,False,"$100,000 to $167,999",False,Republican,IN,Atheist,Conservative,0.748067243212914,20260831
LP0281,1894271910,Male,57,45-59,White / Caucasian,Some college or Associate's degree,False,"$100,000 to $167,999",False,Democrat,AZ,Atheist,Liberal,0.693937513600076,20260831
LP0282,1894272514,Male,46,45-59,White / Caucasian,Some college or Associate's degree,False,"$56,000 to $99,999",False,Democrat,PA,Jewish,Moderate,0.719493808217829,20260831
LP0283,1894277254,Male,48,45-59,White / Caucasian,Some college or Associate's degree,False,"$30,000 to $55,999",True,Other,KY,Atheist,Very liberal,0.297209103774413,20260831
LP0284,1894278380,Male,56,45-59,White / Caucasian,Some college or Associate's degree,False,"$100,000 to $167,999",False,Republican,WA,Mormon,Very conservative,0.453525568416767,20260831
LP0285,1894286084,Male,49,45-59,White / Caucasian,Some college or Associate's degree,False,"Less than $30,000",False,Independent,KY,Nothing in particular,Moderate,1.29122310983528,20260831
LP0286,1894289058,Male,56,45-59,White / Caucasian,Some college or Associate's degree,False,"$56,000 to $99,999",False,Independent,CA,Nothing in particular,Moderate,1.12046001842611,20260831
LP0287,1894289162,Male,59,45-59,White / Caucasian,Some college or Associate's degree,False,"$56,000 to $99,999",False,Other,MI,Nothing in particular,,2.4817588149292,20260831
LP0288,1897528136,Male,45,45-59,White / Caucasian,Bachelor's degree,False,"$168,000 or more",True,Independent,MA,Roman Catholic,Conservative,0.823091327733703,20260831
LP0289,1897881210,Male,50,45-59,White / Caucasian,Bachelor's degree,False,"$30,000 to $55,999",False,Republican,AL,Atheist,Conservative,1.2447268449888,20260831
LP0290,1897884648,Male,56,45-59,White / Caucasian,Master's degree / Professional degree,True,"$56,000 to $99,999",False,Other,MO,Protestant,Conservative,10.3325232436756,20260831
LP0291,1898319956,Male,47,45-59,White / Caucasian,Bachelor's degree,False,"$168,000 or more",True,Independent,TX,Protestant,Moderate,1.66033736388656,20260831
LP0292,1898324544,Male,51,45-59,White / Caucasian,Bachelor's degree,False,"$56,000 to $99,999",False,Republican,OR,Protestant,Conservative,0.288675306957173,20260831
LP0293,1898330674,Male,49,45-59,White / Caucasian,Bachelor's degree,False,"$100,000 to $167,999",False,Democrat,WA,Atheist,Very liberal,0.823092856682626,20260831
LP0294,1899013464,Male,58,45-59,White / Caucasian,Bachelor's degree,False,"$168,000 or more",True,Republican,VA,Roman Catholic,Conservative,0.715529300972564,20260831
LP0295,1899158358,Male,58,45-59,White / Caucasian,Bachelor's degree,False,"$56,000 to $99,999",False,Republican,TX,Protestant,Very conservative,1.1089896682078,20260831
LP0296,1899860176,Male,59,45-59,White / Caucasian,Master's degree / Professional degree,True,"$168,000 or more",False,Independent,VA,Atheist,Liberal,0.801520951641885,20260831
LP0297,1899864102,Male,56,45-59,White / Caucasian,Master's degree / Professional degree,True,"$100,000 to $167,999",False,Independent,TX,Agnostic,Liberal,1.06929549278551,20260831
LP0298,1902217782,Male,56,45-59,White / Caucasian,Bachelor's degree,False,"$168,000 or more",False,Republican,NJ,Roman Catholic,Very conservative,0.733183399063708,20260831
LP0299,1904224748,Male,48,45-59,White / Caucasian,Some college or Associate's degree,False,"$30,000 to $55,999",False,Independent,KS,Nothing in particular,Liberal,0.493484271319368,20260831
LP0300,1906098642,Male,49,45-59,White / Caucasian,High school diploma / GED,False,"Less than $30,000",False,Independent,GA,Nothing in particular,,1.37321111358275,20260831
LP0301,1907183184,Male,50,45-59,White / Caucasian,Less than high school,False,"Less than $30,000",False,Independent,TN,Protestant,,11.242294571391,20260831
LP0302,1861886738,Male,55,45-59,Black / African American,Bachelor's degree,False,"$56,000 to $99,999",False,Democrat,NY,Protestant,Moderate,1.67780835013486,20260831
LP0303,1869600462,Male,57,45-59,Black / African American,Master's degree / Professional degree,True,"$100,000 to $167,999",False,Other,SC,Protestant,Moderate,1.11871541702273,20260831
LP0304,1870338724,Male,59,45-59,Black / African American,Some college or Associate's degree,False,"$56,000 to $99,999",False,Democrat,NC,Atheist,Moderate,1.21147899070163,20260831
LP0305,1882443212,Male,50,45-59,Black / African American,High school diploma / GED,False,"$30,000 to $55,999",False,Democrat,AL,Agnostic,Conservative,0.106367388137835,20260831
LP0306,1886682400,Male,59,45-59,Black / African American,Bachelor's degree,False,"$168,000 or more",False,Independent,VA,Protestant,Moderate,2.32000300349292,20260831
LP0307,1886683858,Male,51,45-59,Black / African American,Master's degree / Professional degree,True,"$168,000 or more",False,Independent,CA,Protestant,Conservative,13.6128513346066,20260831
LP0308,1890512464,Male,56,45-59,Black / African American,Some college or Associate's degree,False,"Less than $30,000",False,Democrat,TX,Protestant,Liberal,0.686221711768913,20260831
LP0309,1896136622,Male,46,45-59,Black / African American,Less than high school,False,"Less than $30,000",False,Independent,FL,Nothing in particular,Moderate,13.7804942888017,20260831
LP0310,1902753962,Male,49,45-59,Black / African American,Some college or Associate's degree,False,"Less than $30,000",False,Independent,LA,Something else,Moderate,0.183504288209726,20260831
LP0311,1903996964,Male,57,45-59,Black / African American,Some college or Associate's degree,False,"$30,000 to $55,999",False,Democrat,MA,Protestant,Conservative,1.63749693729401,20260831
LP0312,1906013304,Male,46,45-59,Black / African American,High school diploma / GED,False,"Less than $30,000",False,Democrat,GA,Protestant,Liberal,3.68603659376081,20260831
LP0313,1907089410,Male,51,45-59,Black / African American,High school diploma / GED,False,"Less than $30,000",False,Independent,FL,Nothing in particular,Moderate,3.34534902296985,20260831
LP0314,1910030248,Male,48,45-59,Black / African American,High school diploma / GED,False,"Less than $30,000",False,Democrat,OH,Nothing in particular,Conservative,5.3786322878494,20260831
LP0315,1855654054,Male,54,45-59,Hispanic / Latino,Bachelor's degree,False,"$100,000 to $167,999",False,Republican,NV,Atheist,Very conservative,1.55271030295934,20260831
LP0316,1861227100,Male,57,45-59,Hispanic / Latino,Bachelor's degree,False,"$30,000 to $55,999",True,Republican,ID,Protestant,Very conservative,3.02778288159182,20260831
LP0317,1867413730,Male,50,45-59,Hispanic / Latino,High school diploma / GED,False,"Less than $30,000",False,Other,CA,Something else,Moderate,13.7804942888017,20260831
LP0318,1871040452,Male,47,45-59,Hispanic / Latino,Some college or Associate's degree,False,"Less than $30,000",False,Independent,FL,Roman Catholic,Conservative,0.320975678749373,20260831
LP0319,1873031058,Male,48,45-59,Hispanic / Latino,Bachelor's degree,False,"$100,000 to $167,999",False,Independent,TX,Roman Catholic,Liberal,0.50748508163208,20260831
LP0320,1873405970,Male,50,45-59,Hispanic / Latino,Some college or Associate's degree,False,"$30,000 to $55,999",True,Democrat,FL,Protestant,Conservative,0.726959749667114,20260831
LP0321,1874976468,Male,49,45-59,Hispanic / Latino,High school diploma / GED,False,"$30,000 to $55,999",False,Democrat,CA,Protestant,Moderate,2.57987906801121,20260831
LP0322,1880428732,Male,47,45-59,Hispanic / Latino,Master's degree / Professional degree,True,"Less than $30,000",False,Republican,UT,Protestant,Very conservative,0.554095872342969,20260831
LP0323,1882426204,Male,55,45-59,Hispanic / Latino,High school diploma / GED,False,"$56,000 to $99,999",False,Other,FL,Something else,Moderate,6.25133439013704,20260831
LP0324,1882436606,Male,57,45-59,Hispanic / Latino,Less than high school,False,"Less than $30,000",False,Independent,PA,Protestant,Conservative,11.1110684169176,20260831
LP0325,1882442476,Male,52,45-59,Hispanic / Latino,High school diploma / GED,False,"$56,000 to $99,999",False,Republican,FL,Something else,Very conservative,2.08115073022245,20260831
LP0326,1883163956,Male,58,45-59,Hispanic / Latino,Some college or Associate's degree,False,"$56,000 to $99,999",False,Democrat,IL,Roman Catholic,Liberal,1.01912763536523,20260831
LP0327,1887156358,Male,57,45-59,Hispanic / Latino,Less than high school,False,"$56,000 to $99,999",False,Democrat,CA,Nothing in particular,,10.2816506795815,20260831
LP0328,1888365612,Male,45,45-59,Hispanic / Latino,Some college or Associate's degree,False,"Less than $30,000",False,Democrat,NY,Roman Catholic,Liberal,1.27484836038807,20260831
