gender,age_band,Democrat,Independent,Other,Republican
Female,18-29,0.3333333333333333,0.1919191919191919,0.20202020202020202,0.2727272727272727
Female,30-44,0.4108527131782946,0.29457364341085274,0.11627906976744186,0.17829457364341086
Female,45-59,0.3826086956521739,0.28695652173913044,0.043478260869565216,0.28695652173913044
Female,60+,0.31137724550898205,0.2215568862275449,0.059880239520958084,0.40718562874251496
Male,18-29,0.3106796116504854,0.4174757281553398,0.1262135922330097,0.14563106796116504
Male,30-44,0.32061068702290074,0.29770992366412213,0.06870229007633588,0.31297709923664124
Male,45-59,0.2982456140350877,0.30701754385964913,0.07017543859649122,0.32456140350877194
Male,60+,0.29577464788732394,0.3380281690140845,0.04929577464788732,0.31690140845070425
