study_id,effect_id,demographic_variable,observed_n,missing_n,missing_pct
Stoker1063,Stoker1063:Worry:hyp1,GENDER,1788,0,0.0
Stoker1063,Stoker1063:Worry:hyp1,race_4,1426,362,20.24608501118568
Stoker1063,Stoker1063:Worry:hyp1,pid_3,1788,0,0.0
Stoker1063,Stoker1063:Worry:hyp1,age_5,1788,0,0.0
Stoker1063,Stoker1063:Worry:hyp1,EDUC4,1788,0,0.0
Stoker1063,Stoker1063:Worry:hyp1,ideo_3,1628,160,8.94854586129754
Terman1029,Terman1029:donating to HRAC:hyp1,GENDER,1869,0,0.0
Terman1029,Terman1029:donating to HRAC:hyp1,race_4,1438,431,23.060460139111825
Terman1029,Terman1029:donating to HRAC:hyp1,pid_3,1869,0,0.0
Terman1029,Terman1029:donating to HRAC:hyp1,age_5,1869,0,0.0
Terman1029,Terman1029:donating to HRAC:hyp1,EDUC4,1869,0,0.0
Terman1029,Terman1029:donating to HRAC:hyp2,GENDER,763,0,0.0
Terman1029,Terman1029:donating to HRAC:hyp2,race_4,594,169,22.14941022280472
Terman1029,Terman1029:donating to HRAC:hyp2,pid_3,763,0,0.0
Terman1029,Terman1029:donating to HRAC:hyp2,age_5,763,0,0.0
Terman1029,Terman1029:donating to HRAC:hyp2,EDUC4,763,0,0.0
Terman1029,Terman1029:donating to HRAC:hyp3,GENDER,732,0,0.0
Terman1029,Terman1029:donating to HRAC:hyp3,race_4,552,180,24.59016393442623
Terman1029,Terman1029:donating to HRAC:hyp3,pid_3,732,0,0.0
Terman1029,Terman1029:donating to HRAC:hyp3,age_5,732,0,0.0
Terman1029,Terman1029:donating to HRAC:hyp3,EDUC4,732,0,0.0
Terman1029,Terman1029:naitonalist superiority:hyp1,GENDER,1878,0,0.0
Terman1029,Terman1029:naitonalist superiority:hyp1,race_4,1444,434,23.109691160809373
Terman1029,Terman1029:naitonalist superiority:hyp1,pid_3,1878,0,0.0
Terman1029,Terman1029:naitonalist superiority:hyp1,age_5,1878,0,0.0
Terman1029,Terman1029:naitonalist superiority:hyp1,EDUC4,1878,0,0.0
Terman1029,Terman1029:naitonalist superiority:hyp2,GENDER,772,0,0.0
Terman1029,Terman1029:naitonalist superiority:hyp2,race_4,599,173,22.409326424870468
Terman1029,Terman1029:naitonalist superiority:hyp2,pid_3,772,0,0.0
Terman1029,Terman1029:naitonalist superiority:hyp2,age_5,772,0,0.0
Terman1029,Terman1029:naitonalist superiority:hyp2,EDUC4,772,0,0.0
Terman1029,Terman1029:naitonalist superiority:hyp3,GENDER,734,0,0.0
Terman1029,Terman1029:naitonalist superiority:hyp3,race_4,554,180,24.52316076294278
Terman1029,Terman1029:naitonalist superiority:hyp3,pid_3,734,0,0.0
Terman1029,Terman1029:naitonalist superiority:hyp3,age_5,734,0,0.0
Terman1029,Terman1029:naitonalist superiority:hyp3,EDUC4,734,0,0.0
Terman1029,Terman1029:perception of domestic human rights conditions:hyp1,GENDER,1879,0,0.0
Terman1029,Terman1029:perception of domestic human rights conditions:hyp1,race_4,1443,436,23.203831825439064
Terman1029,Terman1029:perception of domestic human rights conditions:hyp1,pid_3,1879,0,0.0
Terman1029,Terman1029:perception of domestic human rights conditions:hyp1,age_5,1879,0,0.0
Terman1029,Terman1029:perception of domestic human rights conditions:hyp1,EDUC4,1879,0,0.0
Terman1029,Terman1029:perception of domestic human rights conditions:hyp2,GENDER,769,0,0.0
Terman1029,Terman1029:perception of domestic human rights conditions:hyp2,race_4,597,172,22.3667100130039
Terman1029,Terman1029:perception of domestic human rights conditions:hyp2,pid_3,769,0,0.0
Terman1029,Terman1029:perception of domestic human rights conditions:hyp2,age_5,769,0,0.0
Terman1029,Terman1029:perception of domestic human rights conditions:hyp2,EDUC4,769,0,0.0
Terman1029,Terman1029:perception of domestic human rights conditions:hyp3,GENDER,736,0,0.0
Terman1029,Terman1029:perception of domestic human rights conditions:hyp3,race_4,554,182,24.72826086956522
Terman1029,Terman1029:perception of domestic human rights conditions:hyp3,pid_3,736,0,0.0
Terman1029,Terman1029:perception of domestic human rights conditions:hyp3,age_5,736,0,0.0
Terman1029,Terman1029:perception of domestic human rights conditions:hyp3,EDUC4,736,0,0.0
WallaceS9,WallaceS9:credibility:hyp1,GENDER,997,0,0.0
WallaceS9,WallaceS9:credibility:hyp1,race_4,753,244,24.473420260782348
WallaceS9,WallaceS9:credibility:hyp1,pid_3,991,6,0.6018054162487463
WallaceS9,WallaceS9:credibility:hyp1,age_5,997,0,0.0
WallaceS9,WallaceS9:credibility:hyp1,EDUC4,997,0,0.0
WallaceS9,WallaceS9:credibility:hyp1,ideo_3,978,19,1.9057171514543632
WallaceS9,WallaceS9:president_approval:hyp1,GENDER,1002,0,0.0
WallaceS9,WallaceS9:president_approval:hyp1,race_4,757,245,24.451097804391217
WallaceS9,WallaceS9:president_approval:hyp1,pid_3,996,6,0.5988023952095808
WallaceS9,WallaceS9:president_approval:hyp1,age_5,1002,0,0.0
WallaceS9,WallaceS9:president_approval:hyp1,EDUC4,1002,0,0.0
WallaceS9,WallaceS9:president_approval:hyp1,ideo_3,982,20,1.996007984031936
Williamson859,Williamson859:Food stamps:hyp1,GENDER,1008,0,0.0
Williamson859,Williamson859:Food stamps:hyp1,race_4,774,234,23.214285714285715
Williamson859,Williamson859:Food stamps:hyp1,pid_3,1006,2,0.1984126984126984
Williamson859,Williamson859:Food stamps:hyp1,age_5,1008,0,0.0
Williamson859,Williamson859:Food stamps:hyp1,EDUC4,1008,0,0.0
Williamson859,Williamson859:Food stamps:hyp1,ideo_3,981,27,2.6785714285714284
Williamson859,Williamson859:Military:hyp1,GENDER,1007,0,0.0
Williamson859,Williamson859:Military:hyp1,race_4,774,233,23.13803376365442
Williamson859,Williamson859:Military:hyp1,pid_3,1005,2,0.19860973187686196
Williamson859,Williamson859:Military:hyp1,age_5,1007,0,0.0
Williamson859,Williamson859:Military:hyp1,EDUC4,1007,0,0.0
Williamson859,Williamson859:Military:hyp1,ideo_3,980,27,2.6812313803376364
Williamson859,Williamson859:Social Security:hyp1,GENDER,1008,0,0.0
Williamson859,Williamson859:Social Security:hyp1,race_4,775,233,23.115079365079364
Williamson859,Williamson859:Social Security:hyp1,pid_3,1006,2,0.1984126984126984
Williamson859,Williamson859:Social Security:hyp1,age_5,1008,0,0.0
Williamson859,Williamson859:Social Security:hyp1,EDUC4,1008,0,0.0
Williamson859,Williamson859:Social Security:hyp1,ideo_3,980,28,2.7777777777777777
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp1,GENDER,790,0,0.0
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp1,race_4,598,192,24.303797468354432
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp1,pid_3,788,2,0.25316455696202533
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp1,age_5,790,0,0.0
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp1,EDUC4,790,0,0.0
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp1,ideo_3,780,10,1.2658227848101267
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp2,GENDER,792,0,0.0
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp2,race_4,609,183,23.106060606060606
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp2,pid_3,789,3,0.3787878787878788
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp2,age_5,792,0,0.0
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp2,EDUC4,792,0,0.0
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp2,ideo_3,781,11,1.3888888888888888
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp3,GENDER,785,0,0.0
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp3,race_4,609,176,22.420382165605094
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp3,pid_3,783,2,0.25477707006369427
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp3,age_5,785,0,0.0
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp3,EDUC4,785,0,0.0
bolsenM6,bolsenM6:Providing Personal Pronouns:hyp3,ideo_3,778,7,0.89171974522293
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp1,GENDER,790,0,0.0
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp1,race_4,598,192,24.303797468354432
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp1,pid_3,788,2,0.25316455696202533
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp1,age_5,790,0,0.0
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp1,EDUC4,790,0,0.0
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp1,ideo_3,778,12,1.518987341772152
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp2,GENDER,790,0,0.0
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp2,race_4,608,182,23.037974683544302
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp2,pid_3,787,3,0.379746835443038
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp2,age_5,790,0,0.0
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp2,EDUC4,790,0,0.0
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp2,ideo_3,779,11,1.3924050632911393
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp3,GENDER,783,0,0.0
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp3,race_4,607,176,22.47765006385696
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp3,pid_3,781,2,0.2554278416347382
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp3,age_5,783,0,0.0
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp3,EDUC4,783,0,0.0
bolsenM6,bolsenM6:They/Them Pronouns in Forms:hyp3,ideo_3,776,7,0.8939974457215837
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp1,GENDER,791,0,0.0
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp1,race_4,599,192,24.27307206068268
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp1,pid_3,789,2,0.2528445006321112
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp1,age_5,791,0,0.0
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp1,EDUC4,791,0,0.0
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp1,ideo_3,779,12,1.5170670037926675
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp2,GENDER,789,0,0.0
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp2,race_4,606,183,23.193916349809886
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp2,pid_3,786,3,0.38022813688212925
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp2,age_5,789,0,0.0
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp2,EDUC4,789,0,0.0
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp2,ideo_3,778,11,1.394169835234474
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp3,GENDER,782,0,0.0
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp3,race_4,606,176,22.506393861892583
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp3,pid_3,780,2,0.2557544757033248
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp3,age_5,782,0,0.0
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp3,EDUC4,782,0,0.0
bolsenM6,bolsenM6:Using They/Them Pronouns:hyp3,ideo_3,775,7,0.8951406649616368
bucci1408,bucci1408:Rewarding:hyp1,GENDER,2170,0,0.0
bucci1408,bucci1408:Rewarding:hyp1,race_4,1563,607,27.972350230414747
bucci1408,bucci1408:Rewarding:hyp1,age_5,2170,0,0.0
bucci1408,bucci1408:Rewarding:hyp1,EDUC4,2170,0,0.0
