study_id,effect_id,demographic_variable,category,control_pct,treatment_pct,abs_pp_difference,diagnostic_only
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp1,ideo_3,Moderate,35.13513513513514,36.58536585365854,1.4502307185234002,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp1,ideo_3,__MISSING__,0.45045045045045046,0.0,0.45045045045045046,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,GENDER,Female,52.038369304556355,50.24390243902439,1.794466865531966,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,GENDER,Male,47.961630695443645,49.75609756097561,1.794466865531966,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,race_4,Black,8.872901678657074,11.219512195121952,2.346610516464878,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,race_4,White,70.26378896882494,72.1951219512195,1.931332982394565,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,race_4,__MISSING__,20.863309352517987,16.585365853658537,4.27794349885945,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,pid_3,Democrat,41.48681055155875,46.58536585365854,5.09855530209979,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,pid_3,Independent,4.796163069544365,2.682926829268293,2.113236240276072,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,pid_3,Republican,53.71702637889688,50.73170731707317,2.9853190618237093,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,age_5,Older than 50,50.59952038369304,52.926829268292686,2.3273088845996455,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,age_5,Younger than 50,49.40047961630695,47.073170731707314,2.3273088845996384,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,EDUC4,College,35.25179856115108,35.609756097560975,0.3579575364098986,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,EDUC4,Non-College,64.74820143884892,64.39024390243902,0.3579575364098986,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,ideo_3,Conservative,32.37410071942446,37.80487804878049,5.430777329356026,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,ideo_3,Liberal,28.53717026378897,25.609756097560975,2.9274141662279938,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,ideo_3,Moderate,38.36930455635492,36.58536585365854,1.783938702696382,True
Howard823,Howard823:Willingness_to_spend_on_optional_expense:hyp2,ideo_3,__MISSING__,0.7194244604316548,0.0,0.7194244604316548,True
Howard823,Howard823:financial_slack:hyp1,GENDER,Female,50.79006772009029,50.245098039215684,0.5449696808746083,True
Howard823,Howard823:financial_slack:hyp1,GENDER,Male,49.20993227990971,49.754901960784316,0.5449696808746083,True
Howard823,Howard823:financial_slack:hyp1,race_4,Black,9.706546275395034,10.784313725490197,1.0777674500951626,True
Howard823,Howard823:financial_slack:hyp1,race_4,White,72.686230248307,72.30392156862744,0.3823086796795536,True
Howard823,Howard823:financial_slack:hyp1,race_4,__MISSING__,17.607223476297968,16.911764705882355,0.6954587704156125,True
Howard823,Howard823:financial_slack:hyp1,pid_3,Democrat,45.82392776523702,46.81372549019608,0.9897977249590539,True
Howard823,Howard823:financial_slack:hyp1,pid_3,Independent,4.063205417607223,2.450980392156863,1.6122250254503605,True
Howard823,Howard823:financial_slack:hyp1,pid_3,Republican,50.112866817155755,50.73529411764706,0.622427300491303,True
Howard823,Howard823:financial_slack:hyp1,age_5,Older than 50,54.627539503386004,52.450980392156865,2.176559111229139,True
Howard823,Howard823:financial_slack:hyp1,age_5,Younger than 50,45.372460496613996,47.549019607843135,2.176559111229139,True
Howard823,Howard823:financial_slack:hyp1,EDUC4,College,34.31151241534989,35.53921568627451,1.2277032709246214,True
Howard823,Howard823:financial_slack:hyp1,EDUC4,Non-College,65.68848758465012,64.4607843137255,1.2277032709246214,True
Howard823,Howard823:financial_slack:hyp1,ideo_3,Conservative,37.471783295711056,37.5,0.028216704288944072,True
Howard823,Howard823:financial_slack:hyp1,ideo_3,Liberal,27.088036117381492,25.245098039215684,1.8429380781658082,True
Howard823,Howard823:financial_slack:hyp1,ideo_3,Moderate,34.988713318284425,37.254901960784316,2.266188642499891,True
Howard823,Howard823:financial_slack:hyp1,ideo_3,__MISSING__,0.4514672686230248,0.0,0.4514672686230248,True
Howard823,Howard823:financial_slack:hyp2,GENDER,Female,52.038369304556355,50.245098039215684,1.793271265340671,True
Howard823,Howard823:financial_slack:hyp2,GENDER,Male,47.961630695443645,49.754901960784316,1.793271265340671,True
Howard823,Howard823:financial_slack:hyp2,race_4,Black,8.872901678657074,10.784313725490197,1.9114120468331226,True
Howard823,Howard823:financial_slack:hyp2,race_4,White,70.02398081534771,72.30392156862744,2.279940753279732,True
Howard823,Howard823:financial_slack:hyp2,race_4,__MISSING__,21.103117505995204,16.911764705882355,4.191352800112849,True
Howard823,Howard823:financial_slack:hyp2,pid_3,Democrat,41.247002398081534,46.81372549019608,5.566723092114543,True
Howard823,Howard823:financial_slack:hyp2,pid_3,Independent,4.796163069544365,2.450980392156863,2.345182677387502,True
Howard823,Howard823:financial_slack:hyp2,pid_3,Republican,53.956834532374096,50.73529411764706,3.2215404147270377,True
Howard823,Howard823:financial_slack:hyp2,age_5,Older than 50,50.59952038369304,52.450980392156865,1.8514600084638246,True
Howard823,Howard823:financial_slack:hyp2,age_5,Younger than 50,49.40047961630695,47.549019607843135,1.8514600084638175,True
Howard823,Howard823:financial_slack:hyp2,EDUC4,College,35.25179856115108,35.53921568627451,0.287417125123433,True
Howard823,Howard823:financial_slack:hyp2,EDUC4,Non-College,64.74820143884892,64.4607843137255,0.2874171251234259,True
Howard823,Howard823:financial_slack:hyp2,ideo_3,Conservative,32.13429256594724,37.5,5.365707434052759,True
Howard823,Howard823:financial_slack:hyp2,ideo_3,Liberal,28.53717026378897,25.245098039215684,3.2920722245732854,True
Howard823,Howard823:financial_slack:hyp2,ideo_3,Moderate,38.60911270983213,37.254901960784316,1.354210749047816,True
Howard823,Howard823:financial_slack:hyp2,ideo_3,__MISSING__,0.7194244604316548,0.0,0.7194244604316548,True
Iles1294,Iles1294:Confusing:hyp1,GENDER,Female,49.6124031007752,55.598958333333336,5.986555232558139,True
Iles1294,Iles1294:Confusing:hyp1,GENDER,Male,50.3875968992248,44.40104166666667,5.986555232558132,True
Iles1294,Iles1294:Confusing:hyp1,race_4,Black,9.30232558139535,10.9375,1.6351744186046506,True
Iles1294,Iles1294:Confusing:hyp1,race_4,White,69.76744186046511,66.015625,3.7518168604651123,True
Iles1294,Iles1294:Confusing:hyp1,race_4,__MISSING__,20.930232558139537,23.046875,2.1166424418604635,True
Iles1294,Iles1294:Confusing:hyp1,pid_3,Democrat,47.674418604651166,48.4375,0.7630813953488342,True
Iles1294,Iles1294:Confusing:hyp1,pid_3,Independent,12.4031007751938,12.5,0.09689922480620083,True
Iles1294,Iles1294:Confusing:hyp1,pid_3,Republican,39.14728682170542,38.80208333333333,0.3452034883720927,True
Iles1294,Iles1294:Confusing:hyp1,pid_3,__MISSING__,0.7751937984496124,0.26041666666666663,0.5147771317829458,True
Iles1294,Iles1294:Confusing:hyp1,age_5,Older than 50,53.875968992248055,51.5625,2.3134689922480547,True
Iles1294,Iles1294:Confusing:hyp1,age_5,Younger than 50,46.12403100775194,48.4375,2.313468992248062,True
Iles1294,Iles1294:Confusing:hyp1,EDUC4,College,32.945736434108525,34.63541666666667,1.6896802325581461,True
Iles1294,Iles1294:Confusing:hyp1,EDUC4,Non-College,67.05426356589147,65.36458333333334,1.689680232558132,True
Iles1294,Iles1294:Confusing:hyp1,ideo_3,Conservative,27.51937984496124,29.427083333333332,1.9077034883720927,True
Iles1294,Iles1294:Confusing:hyp1,ideo_3,Liberal,20.155038759689923,23.046875,2.8918362403100772,True
Iles1294,Iles1294:Confusing:hyp1,ideo_3,Moderate,50.0,46.09375,3.90625,True
Iles1294,Iles1294:Confusing:hyp1,ideo_3,__MISSING__,2.3255813953488373,1.4322916666666665,0.8932897286821708,True
Iles1294,Iles1294:Confusing:hyp2,GENDER,Female,58.26771653543307,53.14960629921261,5.11811023622046,True
Iles1294,Iles1294:Confusing:hyp2,GENDER,Male,41.732283464566926,46.8503937007874,5.118110236220474,True
Iles1294,Iles1294:Confusing:hyp2,race_4,Black,9.448818897637794,11.811023622047244,2.36220472440945,True
Iles1294,Iles1294:Confusing:hyp2,race_4,White,65.74803149606299,64.56692913385827,1.1811023622047259,True
Iles1294,Iles1294:Confusing:hyp2,race_4,__MISSING__,24.803149606299215,23.62204724409449,1.1811023622047259,True
Iles1294,Iles1294:Confusing:hyp2,pid_3,Democrat,42.51968503937008,51.574803149606296,9.055118110236215,True
Iles1294,Iles1294:Confusing:hyp2,pid_3,Independent,12.598425196850393,14.173228346456693,1.5748031496063,True
Iles1294,Iles1294:Confusing:hyp2,pid_3,Republican,44.881889763779526,34.25196850393701,10.629921259842519,True
Iles1294,Iles1294:Confusing:hyp2,age_5,Older than 50,51.574803149606296,50.39370078740157,1.1811023622047259,True
Iles1294,Iles1294:Confusing:hyp2,age_5,Younger than 50,48.4251968503937,49.60629921259843,1.181102362204733,True
Iles1294,Iles1294:Confusing:hyp2,EDUC4,College,33.85826771653544,35.039370078740156,1.1811023622047188,True
Iles1294,Iles1294:Confusing:hyp2,EDUC4,Non-College,66.14173228346458,64.96062992125984,1.18110236220474,True
Iles1294,Iles1294:Confusing:hyp2,ideo_3,Conservative,33.07086614173229,25.984251968503933,7.086614173228355,True
Iles1294,Iles1294:Confusing:hyp2,ideo_3,Liberal,19.291338582677163,23.62204724409449,4.330708661417326,True
Iles1294,Iles1294:Confusing:hyp2,ideo_3,Moderate,46.8503937007874,48.4251968503937,1.5748031496062964,True
Iles1294,Iles1294:Confusing:hyp2,ideo_3,__MISSING__,0.7874015748031495,1.968503937007874,1.1811023622047245,True
Iles1294,Iles1294:Confusing:hyp3,GENDER,Female,55.38461538461539,53.14960629921261,2.2350090854027798,True
Iles1294,Iles1294:Confusing:hyp3,GENDER,Male,44.61538461538462,46.8503937007874,2.2350090854027798,True
Iles1294,Iles1294:Confusing:hyp3,race_4,Black,11.538461538461538,11.811023622047244,0.2725620835857061,True
Iles1294,Iles1294:Confusing:hyp3,race_4,White,67.6923076923077,64.56692913385827,3.1253785584494267,True
Iles1294,Iles1294:Confusing:hyp3,race_4,__MISSING__,20.76923076923077,23.62204724409449,2.852816474863719,True
Iles1294,Iles1294:Confusing:hyp3,pid_3,Democrat,51.153846153846146,51.574803149606296,0.4209569957601502,True
Iles1294,Iles1294:Confusing:hyp3,pid_3,Independent,10.76923076923077,14.173228346456693,3.4039975772259226,True
Iles1294,Iles1294:Confusing:hyp3,pid_3,Republican,37.30769230769231,34.25196850393701,3.055723803755299,True
Iles1294,Iles1294:Confusing:hyp3,pid_3,__MISSING__,0.7692307692307693,0.0,0.7692307692307693,True
Iles1294,Iles1294:Confusing:hyp3,age_5,Older than 50,52.69230769230769,50.39370078740157,2.298606904906123,True
Iles1294,Iles1294:Confusing:hyp3,age_5,Younger than 50,47.30769230769231,49.60629921259843,2.298606904906123,True
Iles1294,Iles1294:Confusing:hyp3,EDUC4,College,35.0,35.039370078740156,0.039370078740155634,True
Iles1294,Iles1294:Confusing:hyp3,EDUC4,Non-College,65.0,64.96062992125984,0.03937007874016274,True
Iles1294,Iles1294:Confusing:hyp3,ideo_3,Conservative,29.230769230769234,25.984251968503933,3.2465172622653,True
Iles1294,Iles1294:Confusing:hyp3,ideo_3,Liberal,26.153846153846157,23.62204724409449,2.531798909751668,True
Iles1294,Iles1294:Confusing:hyp3,ideo_3,Moderate,43.07692307692308,48.4251968503937,5.348273773470616,True
Iles1294,Iles1294:Confusing:hyp3,ideo_3,__MISSING__,1.5384615384615385,1.968503937007874,0.4300423985463355,True
Iles1294,Iles1294:Frustrated:hyp1,GENDER,Female,49.6124031007752,55.598958333333336,5.986555232558139,True
Iles1294,Iles1294:Frustrated:hyp1,GENDER,Male,50.3875968992248,44.40104166666667,5.986555232558132,True
Iles1294,Iles1294:Frustrated:hyp1,race_4,Black,9.30232558139535,10.9375,1.6351744186046506,True
Iles1294,Iles1294:Frustrated:hyp1,race_4,White,69.76744186046511,66.015625,3.7518168604651123,True
Iles1294,Iles1294:Frustrated:hyp1,race_4,__MISSING__,20.930232558139537,23.046875,2.1166424418604635,True
Iles1294,Iles1294:Frustrated:hyp1,pid_3,Democrat,47.674418604651166,48.4375,0.7630813953488342,True
Iles1294,Iles1294:Frustrated:hyp1,pid_3,Independent,12.4031007751938,12.5,0.09689922480620083,True
Iles1294,Iles1294:Frustrated:hyp1,pid_3,Republican,39.14728682170542,38.80208333333333,0.3452034883720927,True
Iles1294,Iles1294:Frustrated:hyp1,pid_3,__MISSING__,0.7751937984496124,0.26041666666666663,0.5147771317829458,True
Iles1294,Iles1294:Frustrated:hyp1,age_5,Older than 50,53.875968992248055,51.5625,2.3134689922480547,True
Iles1294,Iles1294:Frustrated:hyp1,age_5,Younger than 50,46.12403100775194,48.4375,2.313468992248062,True
Iles1294,Iles1294:Frustrated:hyp1,EDUC4,College,32.945736434108525,34.63541666666667,1.6896802325581461,True
Iles1294,Iles1294:Frustrated:hyp1,EDUC4,Non-College,67.05426356589147,65.36458333333334,1.689680232558132,True
Iles1294,Iles1294:Frustrated:hyp1,ideo_3,Conservative,27.51937984496124,29.427083333333332,1.9077034883720927,True
Iles1294,Iles1294:Frustrated:hyp1,ideo_3,Liberal,20.155038759689923,23.046875,2.8918362403100772,True
Iles1294,Iles1294:Frustrated:hyp1,ideo_3,Moderate,50.0,46.09375,3.90625,True
Iles1294,Iles1294:Frustrated:hyp1,ideo_3,__MISSING__,2.3255813953488373,1.4322916666666665,0.8932897286821708,True
Iles1294,Iles1294:Frustrated:hyp2,GENDER,Female,58.26771653543307,53.14960629921261,5.11811023622046,True
Iles1294,Iles1294:Frustrated:hyp2,GENDER,Male,41.732283464566926,46.8503937007874,5.118110236220474,True
Iles1294,Iles1294:Frustrated:hyp2,race_4,Black,9.448818897637794,11.811023622047244,2.36220472440945,True
Iles1294,Iles1294:Frustrated:hyp2,race_4,White,65.74803149606299,64.56692913385827,1.1811023622047259,True
Iles1294,Iles1294:Frustrated:hyp2,race_4,__MISSING__,24.803149606299215,23.62204724409449,1.1811023622047259,True
Iles1294,Iles1294:Frustrated:hyp2,pid_3,Democrat,42.51968503937008,51.574803149606296,9.055118110236215,True
Iles1294,Iles1294:Frustrated:hyp2,pid_3,Independent,12.598425196850393,14.173228346456693,1.5748031496063,True
Iles1294,Iles1294:Frustrated:hyp2,pid_3,Republican,44.881889763779526,34.25196850393701,10.629921259842519,True
Iles1294,Iles1294:Frustrated:hyp2,age_5,Older than 50,51.574803149606296,50.39370078740157,1.1811023622047259,True
Iles1294,Iles1294:Frustrated:hyp2,age_5,Younger than 50,48.4251968503937,49.60629921259843,1.181102362204733,True
Iles1294,Iles1294:Frustrated:hyp2,EDUC4,College,33.85826771653544,35.039370078740156,1.1811023622047188,True
Iles1294,Iles1294:Frustrated:hyp2,EDUC4,Non-College,66.14173228346458,64.96062992125984,1.18110236220474,True
Iles1294,Iles1294:Frustrated:hyp2,ideo_3,Conservative,33.07086614173229,25.984251968503933,7.086614173228355,True
Iles1294,Iles1294:Frustrated:hyp2,ideo_3,Liberal,19.291338582677163,23.62204724409449,4.330708661417326,True
Iles1294,Iles1294:Frustrated:hyp2,ideo_3,Moderate,46.8503937007874,48.4251968503937,1.5748031496062964,True
Iles1294,Iles1294:Frustrated:hyp2,ideo_3,__MISSING__,0.7874015748031495,1.968503937007874,1.1811023622047245,True
Iles1294,Iles1294:Frustrated:hyp3,GENDER,Female,55.38461538461539,53.14960629921261,2.2350090854027798,True
Iles1294,Iles1294:Frustrated:hyp3,GENDER,Male,44.61538461538462,46.8503937007874,2.2350090854027798,True
Iles1294,Iles1294:Frustrated:hyp3,race_4,Black,11.538461538461538,11.811023622047244,0.2725620835857061,True
Iles1294,Iles1294:Frustrated:hyp3,race_4,White,67.6923076923077,64.56692913385827,3.1253785584494267,True
Iles1294,Iles1294:Frustrated:hyp3,race_4,__MISSING__,20.76923076923077,23.62204724409449,2.852816474863719,True
Iles1294,Iles1294:Frustrated:hyp3,pid_3,Democrat,51.153846153846146,51.574803149606296,0.4209569957601502,True
Iles1294,Iles1294:Frustrated:hyp3,pid_3,Independent,10.76923076923077,14.173228346456693,3.4039975772259226,True
Iles1294,Iles1294:Frustrated:hyp3,pid_3,Republican,37.30769230769231,34.25196850393701,3.055723803755299,True
Iles1294,Iles1294:Frustrated:hyp3,pid_3,__MISSING__,0.7692307692307693,0.0,0.7692307692307693,True
Iles1294,Iles1294:Frustrated:hyp3,age_5,Older than 50,52.69230769230769,50.39370078740157,2.298606904906123,True
Iles1294,Iles1294:Frustrated:hyp3,age_5,Younger than 50,47.30769230769231,49.60629921259843,2.298606904906123,True
Iles1294,Iles1294:Frustrated:hyp3,EDUC4,College,35.0,35.039370078740156,0.039370078740155634,True
Iles1294,Iles1294:Frustrated:hyp3,EDUC4,Non-College,65.0,64.96062992125984,0.03937007874016274,True
Iles1294,Iles1294:Frustrated:hyp3,ideo_3,Conservative,29.230769230769234,25.984251968503933,3.2465172622653,True
Iles1294,Iles1294:Frustrated:hyp3,ideo_3,Liberal,26.153846153846157,23.62204724409449,2.531798909751668,True
Iles1294,Iles1294:Frustrated:hyp3,ideo_3,Moderate,43.07692307692308,48.4251968503937,5.348273773470616,True
Iles1294,Iles1294:Frustrated:hyp3,ideo_3,__MISSING__,1.5384615384615385,1.968503937007874,0.4300423985463355,True
Iles1294,Iles1294:collaborative:hyp1,GENDER,Female,49.6124031007752,55.52665799739922,5.914254896624023,True
Iles1294,Iles1294:collaborative:hyp1,GENDER,Male,50.3875968992248,44.47334200260078,5.914254896624023,True
Iles1294,Iles1294:collaborative:hyp1,race_4,Black,9.30232558139535,10.92327698309493,1.62095140169958,True
Iles1294,Iles1294:collaborative:hyp1,race_4,White,69.76744186046511,66.05981794538361,3.7076239150814985,True
Iles1294,Iles1294:collaborative:hyp1,race_4,__MISSING__,20.930232558139537,23.016905071521457,2.08667251338192,True
Iles1294,Iles1294:collaborative:hyp1,pid_3,Democrat,47.674418604651166,48.37451235370611,0.7000937490549433,True
Iles1294,Iles1294:collaborative:hyp1,pid_3,Independent,12.4031007751938,12.613784135240572,0.21068336004677235,True
Iles1294,Iles1294:collaborative:hyp1,pid_3,Republican,39.14728682170542,38.751625487646294,0.3956613340591275,True
Iles1294,Iles1294:collaborative:hyp1,pid_3,__MISSING__,0.7751937984496124,0.26007802340702213,0.5151157750425903,True
Iles1294,Iles1294:collaborative:hyp1,age_5,Older than 50,53.875968992248055,51.49544863459038,2.380520357657673,True
Iles1294,Iles1294:collaborative:hyp1,age_5,Younger than 50,46.12403100775194,48.50455136540962,2.38052035765768,True
Iles1294,Iles1294:collaborative:hyp1,EDUC4,College,32.945736434108525,34.59037711313394,1.6446406790254144,True
Iles1294,Iles1294:collaborative:hyp1,EDUC4,Non-College,67.05426356589147,65.40962288686606,1.6446406790254144,True
Iles1294,Iles1294:collaborative:hyp1,ideo_3,Conservative,27.51937984496124,29.388816644993497,1.8694368000322577,True
Iles1294,Iles1294:collaborative:hyp1,ideo_3,Liberal,20.155038759689923,23.016905071521457,2.861866311831534,True
Iles1294,Iles1294:collaborative:hyp1,ideo_3,Moderate,50.0,46.16384915474642,3.8361508452535773,True
Iles1294,Iles1294:collaborative:hyp1,ideo_3,__MISSING__,2.3255813953488373,1.4304291287386215,0.8951522666102159,True
Iles1294,Iles1294:collaborative:hyp2,GENDER,Female,58.03921568627452,53.14960629921261,4.88960938706191,True
Iles1294,Iles1294:collaborative:hyp2,GENDER,Male,41.96078431372549,46.8503937007874,4.88960938706191,True
Iles1294,Iles1294:collaborative:hyp2,race_4,Black,9.411764705882353,11.811023622047244,2.399258916164891,True
Iles1294,Iles1294:collaborative:hyp2,race_4,White,65.88235294117646,64.56692913385827,1.3154238073181972,True
Iles1294,Iles1294:collaborative:hyp2,race_4,__MISSING__,24.705882352941178,23.62204724409449,1.0838351088466887,True
Iles1294,Iles1294:collaborative:hyp2,pid_3,Democrat,42.35294117647059,51.574803149606296,9.22186197313571,True
Iles1294,Iles1294:collaborative:hyp2,pid_3,Independent,12.941176470588237,14.173228346456693,1.2320518758684553,True
Iles1294,Iles1294:collaborative:hyp2,pid_3,Republican,44.70588235294118,34.25196850393701,10.453913849004174,True
Iles1294,Iles1294:collaborative:hyp2,age_5,Older than 50,51.37254901960784,50.39370078740157,0.9788482322062677,True
Iles1294,Iles1294:collaborative:hyp2,age_5,Younger than 50,48.627450980392155,49.60629921259843,0.9788482322062748,True
Iles1294,Iles1294:collaborative:hyp2,EDUC4,College,33.72549019607843,35.039370078740156,1.3138798826617233,True
Iles1294,Iles1294:collaborative:hyp2,EDUC4,Non-College,66.27450980392156,64.96062992125984,1.3138798826617233,True
Iles1294,Iles1294:collaborative:hyp2,ideo_3,Conservative,32.94117647058823,25.984251968503933,6.9569245020842985,True
Iles1294,Iles1294:collaborative:hyp2,ideo_3,Liberal,19.215686274509807,23.62204724409449,4.406360969584682,True
Iles1294,Iles1294:collaborative:hyp2,ideo_3,Moderate,47.05882352941176,48.4251968503937,1.3663733209819355,True
Iles1294,Iles1294:collaborative:hyp2,ideo_3,__MISSING__,0.7843137254901961,1.968503937007874,1.1841902115176781,True
Iles1294,Iles1294:collaborative:hyp3,GENDER,Female,55.38461538461539,53.14960629921261,2.2350090854027798,True
Iles1294,Iles1294:collaborative:hyp3,GENDER,Male,44.61538461538462,46.8503937007874,2.2350090854027798,True
Iles1294,Iles1294:collaborative:hyp3,race_4,Black,11.538461538461538,11.811023622047244,0.2725620835857061,True
Iles1294,Iles1294:collaborative:hyp3,race_4,White,67.6923076923077,64.56692913385827,3.1253785584494267,True
Iles1294,Iles1294:collaborative:hyp3,race_4,__MISSING__,20.76923076923077,23.62204724409449,2.852816474863719,True
Iles1294,Iles1294:collaborative:hyp3,pid_3,Democrat,51.153846153846146,51.574803149606296,0.4209569957601502,True
Iles1294,Iles1294:collaborative:hyp3,pid_3,Independent,10.76923076923077,14.173228346456693,3.4039975772259226,True
Iles1294,Iles1294:collaborative:hyp3,pid_3,Republican,37.30769230769231,34.25196850393701,3.055723803755299,True
Iles1294,Iles1294:collaborative:hyp3,pid_3,__MISSING__,0.7692307692307693,0.0,0.7692307692307693,True
Iles1294,Iles1294:collaborative:hyp3,age_5,Older than 50,52.69230769230769,50.39370078740157,2.298606904906123,True
Iles1294,Iles1294:collaborative:hyp3,age_5,Younger than 50,47.30769230769231,49.60629921259843,2.298606904906123,True
Iles1294,Iles1294:collaborative:hyp3,EDUC4,College,35.0,35.039370078740156,0.039370078740155634,True
Iles1294,Iles1294:collaborative:hyp3,EDUC4,Non-College,65.0,64.96062992125984,0.03937007874016274,True
Iles1294,Iles1294:collaborative:hyp3,ideo_3,Conservative,29.230769230769234,25.984251968503933,3.2465172622653,True
Iles1294,Iles1294:collaborative:hyp3,ideo_3,Liberal,26.153846153846157,23.62204724409449,2.531798909751668,True
Iles1294,Iles1294:collaborative:hyp3,ideo_3,Moderate,43.07692307692308,48.4251968503937,5.348273773470616,True
Iles1294,Iles1294:collaborative:hyp3,ideo_3,__MISSING__,1.5384615384615385,1.968503937007874,0.4300423985463355,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,GENDER,Female,52.160493827160494,52.99684542586751,0.8363515987070187,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,GENDER,Male,47.839506172839506,47.003154574132495,0.8363515987070116,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,race_4,Black,12.808641975308642,12.302839116719243,0.5058028585893997,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,race_4,White,65.12345679012346,69.5583596214511,4.434902831327648,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,race_4,__MISSING__,22.067901234567902,18.138801261829656,3.9290999727382463,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,pid_3,Democrat,51.85185185185185,47.1608832807571,4.69096857109475,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,pid_3,Independent,14.814814814814813,16.876971608832807,2.0621567940179943,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,pid_3,Republican,33.33333333333333,35.96214511041009,2.6288117770767627,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,age_5,Older than 50,50.92592592592593,51.26182965299685,0.33590372707092087,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,age_5,Younger than 50,49.074074074074076,48.738170347003155,0.33590372707092087,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,EDUC4,College,35.339506172839506,35.33123028391167,0.008275888927833819,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,EDUC4,Non-College,64.6604938271605,64.66876971608832,0.008275888927826713,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,ideo_3,Conservative,30.555555555555557,31.703470031545745,1.1479144759901878,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,ideo_3,Liberal,31.944444444444443,32.018927444794954,0.07448300035051147,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,ideo_3,Moderate,24.845679012345677,24.13249211356467,0.7131868987810073,True
Kennedy1017,Kennedy1017:Family_approval:hyp1,ideo_3,__MISSING__,12.654320987654321,12.145110410094636,0.5092105775596849,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,GENDER,Female,50.27322404371585,52.574102964118566,2.3008789204027167,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,GENDER,Male,49.72677595628415,47.425897035881434,2.3008789204027167,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,race_4,Black,10.53864168618267,12.558502340093602,2.019860653910932,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,race_4,White,68.46213895394223,67.31669266770672,1.1454462862355115,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,race_4,__MISSING__,20.9992193598751,20.12480499219969,0.8744143676754099,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,pid_3,Democrat,48.79000780640125,49.53198127925117,0.7419734728499208,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,pid_3,Independent,16.861826697892273,15.834633385335414,1.027193312556859,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,pid_3,Republican,34.34816549570648,34.63338533541342,0.2852198397069401,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,age_5,Older than 50,48.47775175644028,51.09204368174727,2.6142919253069934,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,age_5,Younger than 50,51.52224824355972,48.90795631825273,2.6142919253069934,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,EDUC4,College,30.757220921155348,35.33541341653666,4.5781924953813125,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,EDUC4,Non-College,69.24277907884465,64.66458658346333,4.578192495381316,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,ideo_3,Conservative,31.772053083528494,31.12324492979719,0.6488081537313057,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,ideo_3,Liberal,30.44496487119438,31.981279251170047,1.5363143799756678,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,ideo_3,Moderate,25.683060109289617,24.492979719188767,1.1900803901008494,True
Kennedy1017,Kennedy1017:Family_approval:hyp2,ideo_3,__MISSING__,12.09992193598751,12.402496099843994,0.30257416385648384,True
Kennedy1017,Kennedy1017:Family_friends:hyp1,GENDER,Female,52.46913580246913,52.931854199683045,0.46271839721391217,True
Kennedy1017,Kennedy1017:Family_friends:hyp1,GENDER,Male,47.53086419753087,47.068145800316955,0.46271839721391217,True
