study_id,effect_id,demographic_variable,category,control_pct,treatment_pct,abs_pp_difference,diagnostic_only
Melin1066,Melin1066:masculine:hyp2,EDUC4,Non-College,63.02816901408451,66.28352490421456,3.2553558901300477,True
Melin1066,Melin1066:masculine:hyp2,ideo_3,Conservative,23.943661971830984,23.371647509578544,0.5720144622524401,True
Melin1066,Melin1066:masculine:hyp2,ideo_3,Liberal,47.88732394366197,51.34099616858238,3.4536722249204104,True
Melin1066,Melin1066:masculine:hyp2,ideo_3,Moderate,21.47887323943662,17.624521072796934,3.8543521666396856,True
Melin1066,Melin1066:masculine:hyp2,ideo_3,__MISSING__,6.690140845070422,7.662835249042145,0.9726944039717234,True
Melin1066,Melin1066:masculine:hyp3,GENDER,Female,50.0,53.76712328767124,3.7671232876712395,True
Melin1066,Melin1066:masculine:hyp3,GENDER,Male,50.0,46.23287671232877,3.7671232876712324,True
Melin1066,Melin1066:masculine:hyp3,race_4,Black,11.885245901639344,9.246575342465754,2.6386705591735904,True
Melin1066,Melin1066:masculine:hyp3,race_4,White,65.57377049180327,65.06849315068493,0.5052773411183438,True
Melin1066,Melin1066:masculine:hyp3,race_4,__MISSING__,22.540983606557376,25.684931506849317,3.1439479002919413,True
Melin1066,Melin1066:masculine:hyp3,pid_3,Democrat,52.86885245901639,44.86301369863014,8.005838760386247,True
Melin1066,Melin1066:masculine:hyp3,pid_3,Independent,16.39344262295082,16.43835616438356,0.04491354143274151,True
Melin1066,Melin1066:masculine:hyp3,pid_3,Republican,30.737704918032787,38.35616438356164,7.618459465528854,True
Melin1066,Melin1066:masculine:hyp3,pid_3,__MISSING__,0.0,0.3424657534246575,0.3424657534246575,True
Melin1066,Melin1066:masculine:hyp3,age_5,Older than 50,45.08196721311475,43.83561643835616,1.2463507747585894,True
Melin1066,Melin1066:masculine:hyp3,age_5,Younger than 50,54.91803278688525,56.16438356164384,1.2463507747585894,True
Melin1066,Melin1066:masculine:hyp3,EDUC4,College,32.37704918032787,32.87671232876712,0.49966314843924664,True
Melin1066,Melin1066:masculine:hyp3,EDUC4,Non-College,67.62295081967213,67.12328767123287,0.49966314843925375,True
Melin1066,Melin1066:masculine:hyp3,ideo_3,Conservative,18.442622950819672,22.26027397260274,3.8176510217830675,True
Melin1066,Melin1066:masculine:hyp3,ideo_3,Liberal,54.09836065573771,47.94520547945205,6.153155176285658,True
Melin1066,Melin1066:masculine:hyp3,ideo_3,Moderate,21.311475409836063,22.602739726027394,1.2912643161913309,True
Melin1066,Melin1066:masculine:hyp3,ideo_3,__MISSING__,6.147540983606557,7.191780821917808,1.0442398383112508,True
Merolla843,Merolla843:foreign_policy:hyp1,GENDER,Female,52.121212121212125,47.79874213836478,4.322469982847345,True
Merolla843,Merolla843:foreign_policy:hyp1,GENDER,Male,47.878787878787875,52.20125786163522,4.322469982847345,True
Merolla843,Merolla843:foreign_policy:hyp1,race_4,Black,8.484848484848486,11.320754716981133,2.835906232132647,True
Merolla843,Merolla843:foreign_policy:hyp1,race_4,White,73.93939393939394,69.81132075471697,4.128073184676964,True
Merolla843,Merolla843:foreign_policy:hyp1,race_4,__MISSING__,17.575757575757574,18.867924528301888,1.2921669525443136,True
Merolla843,Merolla843:foreign_policy:hyp1,pid_3,Democrat,48.484848484848484,47.79874213836478,0.6861063464837045,True
Merolla843,Merolla843:foreign_policy:hyp1,pid_3,Independent,2.4242424242424243,2.515723270440252,0.09148084619782759,True
Merolla843,Merolla843:foreign_policy:hyp1,pid_3,Republican,49.09090909090909,49.685534591194966,0.594625500285872,True
Merolla843,Merolla843:foreign_policy:hyp1,age_5,Older than 50,53.333333333333336,60.37735849056604,7.044025157232703,True
Merolla843,Merolla843:foreign_policy:hyp1,age_5,Younger than 50,46.666666666666664,39.62264150943396,7.044025157232703,True
Merolla843,Merolla843:foreign_policy:hyp1,EDUC4,College,41.81818181818181,42.138364779874216,0.320182961692403,True
Merolla843,Merolla843:foreign_policy:hyp1,EDUC4,Non-College,58.18181818181818,57.861635220125784,0.3201829616923959,True
Merolla843,Merolla843:foreign_policy:hyp1,ideo_3,Conservative,44.84848484848485,40.88050314465409,3.967981703830759,True
Merolla843,Merolla843:foreign_policy:hyp1,ideo_3,Liberal,32.121212121212125,27.044025157232703,5.077186963979422,True
Merolla843,Merolla843:foreign_policy:hyp1,ideo_3,Moderate,23.03030303030303,32.075471698113205,9.045168667810174,True
Merolla843,Merolla843:foreign_policy:hyp2,GENDER,Female,52.121212121212125,54.91329479768786,2.7920826764757365,True
Merolla843,Merolla843:foreign_policy:hyp2,GENDER,Male,47.878787878787875,45.08670520231214,2.7920826764757365,True
Merolla843,Merolla843:foreign_policy:hyp2,race_4,Black,8.484848484848486,11.560693641618498,3.0758451567700114,True
Merolla843,Merolla843:foreign_policy:hyp2,race_4,White,73.93939393939394,73.41040462427746,0.5289893151164762,True
Merolla843,Merolla843:foreign_policy:hyp2,race_4,__MISSING__,17.575757575757574,15.028901734104046,2.546855841653528,True
Merolla843,Merolla843:foreign_policy:hyp2,pid_3,Democrat,48.484848484848484,39.884393063583815,8.60045542126467,True
Merolla843,Merolla843:foreign_policy:hyp2,pid_3,Independent,2.4242424242424243,0.5780346820809248,1.8462077421614995,True
Merolla843,Merolla843:foreign_policy:hyp2,pid_3,Republican,49.09090909090909,59.53757225433526,10.446663163426166,True
Merolla843,Merolla843:foreign_policy:hyp2,age_5,Older than 50,53.333333333333336,54.91329479768786,1.5799614643545254,True
Merolla843,Merolla843:foreign_policy:hyp2,age_5,Younger than 50,46.666666666666664,45.08670520231214,1.5799614643545254,True
Merolla843,Merolla843:foreign_policy:hyp2,EDUC4,College,41.81818181818181,38.72832369942196,3.0898581187598495,True
Merolla843,Merolla843:foreign_policy:hyp2,EDUC4,Non-College,58.18181818181818,61.27167630057804,3.0898581187598566,True
Merolla843,Merolla843:foreign_policy:hyp2,ideo_3,Conservative,44.84848484848485,38.72832369942196,6.120161149062888,True
Merolla843,Merolla843:foreign_policy:hyp2,ideo_3,Liberal,32.121212121212125,31.79190751445087,0.32930460676125506,True
Merolla843,Merolla843:foreign_policy:hyp2,ideo_3,Moderate,23.03030303030303,29.47976878612717,6.449465755824139,True
Merolla843,Merolla843:foreign_policy:hyp3,GENDER,Female,54.91329479768786,47.79874213836478,7.114552659323081,True
Merolla843,Merolla843:foreign_policy:hyp3,GENDER,Male,45.08670520231214,52.20125786163522,7.114552659323081,True
Merolla843,Merolla843:foreign_policy:hyp3,race_4,Black,11.560693641618498,11.320754716981133,0.23993892463736444,True
Merolla843,Merolla843:foreign_policy:hyp3,race_4,White,73.41040462427746,69.81132075471697,3.599083869560488,True
Merolla843,Merolla843:foreign_policy:hyp3,race_4,__MISSING__,15.028901734104046,18.867924528301888,3.8390227941978416,True
Merolla843,Merolla843:foreign_policy:hyp3,pid_3,Democrat,39.884393063583815,47.79874213836478,7.914349074780965,True
Merolla843,Merolla843:foreign_policy:hyp3,pid_3,Independent,0.5780346820809248,2.515723270440252,1.9376885883593271,True
Merolla843,Merolla843:foreign_policy:hyp3,pid_3,Republican,59.53757225433526,49.685534591194966,9.852037663140294,True
Merolla843,Merolla843:foreign_policy:hyp3,age_5,Older than 50,54.91329479768786,60.37735849056604,5.464063692878177,True
Merolla843,Merolla843:foreign_policy:hyp3,age_5,Younger than 50,45.08670520231214,39.62264150943396,5.464063692878177,True
Merolla843,Merolla843:foreign_policy:hyp3,EDUC4,College,38.72832369942196,42.138364779874216,3.4100410804522525,True
Merolla843,Merolla843:foreign_policy:hyp3,EDUC4,Non-College,61.27167630057804,57.861635220125784,3.4100410804522525,True
Merolla843,Merolla843:foreign_policy:hyp3,ideo_3,Conservative,38.72832369942196,40.88050314465409,2.152179445232129,True
Merolla843,Merolla843:foreign_policy:hyp3,ideo_3,Liberal,31.79190751445087,27.044025157232703,4.747882357218167,True
Merolla843,Merolla843:foreign_policy:hyp3,ideo_3,Moderate,29.47976878612717,32.075471698113205,2.5957029119860344,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,GENDER,Female,51.7948717948718,55.92417061611374,4.129298821241939,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,GENDER,Male,48.205128205128204,44.07582938388626,4.129298821241946,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,race_4,Black,9.230769230769232,11.848341232227488,2.6175720014582566,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,race_4,White,73.33333333333333,73.93364928909952,0.6003159557661917,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,race_4,__MISSING__,17.435897435897434,14.218009478672986,3.2178879572244483,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,pid_3,Democrat,46.666666666666664,38.862559241706165,7.804107424960499,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,pid_3,Independent,4.615384615384616,1.4218009478672986,3.1935836675173173,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,pid_3,Republican,48.717948717948715,59.71563981042654,10.997691092477822,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,age_5,Older than 50,53.333333333333336,51.18483412322274,2.148499210110593,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,age_5,Younger than 50,46.666666666666664,48.81516587677725,2.148499210110586,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,EDUC4,College,36.92307692307693,35.54502369668246,1.3780532263944636,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,EDUC4,Non-College,63.07692307692307,64.45497630331754,1.3780532263944636,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,ideo_3,Conservative,40.51282051282051,34.59715639810427,5.915664114716243,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,ideo_3,Liberal,28.717948717948715,30.80568720379147,2.087738485842756,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,ideo_3,Moderate,29.230769230769234,34.12322274881517,4.892453518045933,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp1,ideo_3,__MISSING__,1.5384615384615385,0.47393364928909953,1.064527889172439,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,GENDER,Female,51.26903553299492,55.92417061611374,4.655135083118822,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,GENDER,Male,48.73096446700508,44.07582938388626,4.655135083118822,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,race_4,Black,13.19796954314721,11.848341232227488,1.3496283109197211,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,race_4,White,67.51269035532995,73.93364928909952,6.420958933769569,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,race_4,__MISSING__,19.289340101522843,14.218009478672986,5.071330622849857,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,pid_3,Democrat,43.14720812182741,38.862559241706165,4.284648880121246,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,pid_3,Independent,6.598984771573605,1.4218009478672986,5.177183823706306,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,pid_3,Republican,50.25380710659898,59.71563981042654,9.461832703827561,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,age_5,Older than 50,54.314720812182735,51.18483412322274,3.129886688959992,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,age_5,Younger than 50,45.68527918781726,48.81516587677725,3.129886688959992,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,EDUC4,College,37.055837563451774,35.54502369668246,1.5108138667693112,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,EDUC4,Non-College,62.944162436548226,64.45497630331754,1.5108138667693112,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,ideo_3,Conservative,39.59390862944163,34.59715639810427,4.996752231337361,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,ideo_3,Liberal,24.873096446700508,30.80568720379147,5.9325907570909635,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,ideo_3,Moderate,34.01015228426396,34.12322274881517,0.11307046455120684,True
Merolla843,Merolla843:hillary_clinton_leadership:hyp2,ideo_3,__MISSING__,1.5228426395939088,0.47393364928909953,1.0489089903048092,True
Merolla843,Merolla843:trump_leadership:hyp1,GENDER,Female,52.307692307692314,51.26903553299492,1.0386567746973938,True
Merolla843,Merolla843:trump_leadership:hyp1,GENDER,Male,47.69230769230769,48.73096446700508,1.0386567746973867,True
Merolla843,Merolla843:trump_leadership:hyp1,race_4,Black,9.230769230769232,13.19796954314721,3.9672003123779778,True
Merolla843,Merolla843:trump_leadership:hyp1,race_4,White,73.33333333333333,67.51269035532995,5.820642978003377,True
Merolla843,Merolla843:trump_leadership:hyp1,race_4,__MISSING__,17.435897435897434,19.289340101522843,1.8534426656254084,True
Merolla843,Merolla843:trump_leadership:hyp1,pid_3,Democrat,46.666666666666664,43.14720812182741,3.519458544839253,True
Merolla843,Merolla843:trump_leadership:hyp1,pid_3,Independent,4.615384615384616,6.598984771573605,1.9836001561889889,True
Merolla843,Merolla843:trump_leadership:hyp1,pid_3,Republican,48.717948717948715,50.25380710659898,1.5358583886502615,True
Merolla843,Merolla843:trump_leadership:hyp1,age_5,Older than 50,53.84615384615385,54.314720812182735,0.46856696602888803,True
Merolla843,Merolla843:trump_leadership:hyp1,age_5,Younger than 50,46.15384615384615,45.68527918781726,0.46856696602889514,True
Merolla843,Merolla843:trump_leadership:hyp1,EDUC4,College,37.43589743589744,37.055837563451774,0.3800598724456634,True
Merolla843,Merolla843:trump_leadership:hyp1,EDUC4,Non-College,62.56410256410256,62.944162436548226,0.3800598724456634,True
Merolla843,Merolla843:trump_leadership:hyp1,ideo_3,Conservative,40.51282051282051,39.59390862944163,0.9189118833788825,True
Merolla843,Merolla843:trump_leadership:hyp1,ideo_3,Liberal,28.717948717948715,24.873096446700508,3.8448522712482074,True
Merolla843,Merolla843:trump_leadership:hyp1,ideo_3,Moderate,29.743589743589745,34.01015228426396,4.266562540674215,True
Merolla843,Merolla843:trump_leadership:hyp1,ideo_3,__MISSING__,1.0256410256410255,1.5228426395939088,0.4972016139528832,True
Merolla843,Merolla843:trump_leadership:hyp2,GENDER,Female,56.39810426540285,51.26903553299492,5.12906873240793,True
Merolla843,Merolla843:trump_leadership:hyp2,GENDER,Male,43.60189573459716,48.73096446700508,5.129068732407923,True
Merolla843,Merolla843:trump_leadership:hyp2,race_4,Black,11.374407582938389,13.19796954314721,1.8235619602088207,True
Merolla843,Merolla843:trump_leadership:hyp2,race_4,White,74.40758293838863,67.51269035532995,6.894892583058677,True
Merolla843,Merolla843:trump_leadership:hyp2,race_4,__MISSING__,14.218009478672986,19.289340101522843,5.071330622849857,True
Merolla843,Merolla843:trump_leadership:hyp2,pid_3,Democrat,39.33649289099526,43.14720812182741,3.8107152308321517,True
Merolla843,Merolla843:trump_leadership:hyp2,pid_3,Independent,1.4218009478672986,6.598984771573605,5.177183823706306,True
Merolla843,Merolla843:trump_leadership:hyp2,pid_3,Republican,59.241706161137444,50.25380710659898,8.987899054538467,True
Merolla843,Merolla843:trump_leadership:hyp2,age_5,Older than 50,51.18483412322274,54.314720812182735,3.129886688959992,True
Merolla843,Merolla843:trump_leadership:hyp2,age_5,Younger than 50,48.81516587677725,45.68527918781726,3.129886688959992,True
Merolla843,Merolla843:trump_leadership:hyp2,EDUC4,College,36.018957345971565,37.055837563451774,1.0368802174802099,True
Merolla843,Merolla843:trump_leadership:hyp2,EDUC4,Non-College,63.98104265402843,62.944162436548226,1.0368802174802028,True
Merolla843,Merolla843:trump_leadership:hyp2,ideo_3,Conservative,35.54502369668246,39.59390862944163,4.048884932759165,True
Merolla843,Merolla843:trump_leadership:hyp2,ideo_3,Liberal,30.80568720379147,24.873096446700508,5.9325907570909635,True
Merolla843,Merolla843:trump_leadership:hyp2,ideo_3,Moderate,33.175355450236964,34.01015228426396,0.8347968340269958,True
Merolla843,Merolla843:trump_leadership:hyp2,ideo_3,__MISSING__,0.47393364928909953,1.5228426395939088,1.0489089903048092,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,GENDER,Female,52.52621544327931,52.47148288973384,0.05473255354547035,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,GENDER,Male,47.47378455672069,47.52851711026616,0.05473255354547035,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,race_4,Black,10.772163965681601,12.262357414448669,1.4901934487670676,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,race_4,White,65.30028598665396,65.39923954372624,0.09895355707227793,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,race_4,__MISSING__,23.927550047664443,22.338403041825096,1.5891470058393473,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,pid_3,Democrat,47.855100095328886,48.57414448669202,0.7190443913631341,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,pid_3,Independent,16.682554814108673,15.779467680608365,0.9030871335003088,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,pid_3,Republican,34.89037178265014,35.551330798479086,0.6609590158289436,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,pid_3,__MISSING__,0.5719733079122974,0.09505703422053231,0.4769162736917651,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,age_5,Older than 50,46.901811248808386,46.10266159695818,0.7991496518502075,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,age_5,Younger than 50,53.098188751191614,53.89733840304183,0.7991496518502146,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,EDUC4,College,37.464251668255486,35.93155893536122,1.5326927328942688,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,EDUC4,Non-College,62.53574833174452,64.06844106463878,1.5326927328942546,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,ideo_3,Conservative,10.9628217349857,11.12167300380228,0.15885126881657996,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,ideo_3,Liberal,72.35462345090562,71.57794676806084,0.77667668284478,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,ideo_3,Moderate,14.204003813155385,15.494296577946768,1.290292764791383,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp1,ideo_3,__MISSING__,2.478551000953289,1.8060836501901139,0.6724673507631751,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,GENDER,Female,52.43553008595988,52.56166982922201,0.1261397432621294,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,GENDER,Male,47.56446991404012,47.43833017077799,0.1261397432621294,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,race_4,Black,11.556829035339064,11.480075901328274,0.07675313401079009,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,race_4,White,65.13849092645654,65.55977229601518,0.4212813695586419,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,race_4,__MISSING__,23.304680038204392,22.960151802656547,0.34452823554784473,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,pid_3,Democrat,47.277936962750715,49.146110056926,1.8681730941752832,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,pid_3,Independent,16.332378223495702,16.129032258064516,0.20334596543118622,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,pid_3,Republican,35.816618911174785,34.629981024667934,1.1866378865068512,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,pid_3,__MISSING__,0.5730659025787965,0.09487666034155598,0.4781892422372406,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,age_5,Older than 50,47.18242597898759,45.82542694497154,1.3569990340160487,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,age_5,Younger than 50,52.81757402101241,54.17457305502846,1.3569990340160487,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,EDUC4,College,36.77172874880611,36.62239089184061,0.14933785696550217,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,EDUC4,Non-College,63.22827125119389,63.37760910815939,0.14933785696550217,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,ideo_3,Conservative,11.938872970391595,10.15180265654649,1.7870703138451045,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,ideo_3,Liberal,71.06017191977078,72.86527514231499,1.8051032225442043,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,ideo_3,Moderate,15.377268385864372,14.32637571157495,1.0508926742894218,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp2,ideo_3,__MISSING__,1.6236867239732569,2.6565464895635675,1.0328597655903107,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,GENDER,Female,54.054054054054056,54.11089866156787,0.056844607513816925,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,GENDER,Male,45.94594594594595,45.88910133843212,0.056844607513831136,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,race_4,Black,10.424710424710424,11.854684512428298,1.4299740877178735,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,race_4,White,66.21621621621621,66.73040152963671,0.5141853134204979,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,race_4,__MISSING__,23.35907335907336,21.414913957934992,1.9441594011383678,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,pid_3,Democrat,45.173745173745175,47.801147227533455,2.6274020537882805,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,pid_3,Independent,16.216216216216218,15.105162523900573,1.1110536923156449,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,pid_3,Republican,37.64478764478765,37.09369024856596,0.5510973962216852,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,pid_3,__MISSING__,0.9652509652509652,0.0,0.9652509652509652,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,age_5,Older than 50,48.06949806949807,45.88910133843212,2.1803967310659473,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,age_5,Younger than 50,51.930501930501926,54.11089866156787,2.1803967310659473,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,EDUC4,College,37.83783783783784,36.137667304015295,1.7001705338225435,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,EDUC4,Non-College,62.16216216216216,63.862332695984705,1.7001705338225435,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,ideo_3,Conservative,13.513513513513514,11.854684512428298,1.6588290010852162,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,ideo_3,Liberal,71.42857142857143,72.46653919694073,1.037967768369299,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,ideo_3,Moderate,13.513513513513514,13.766730401529637,0.25321688801612297,True
Mezzapelle1439,Mezzapelle1439:BELIEVABLE:hyp3,ideo_3,__MISSING__,1.5444015444015444,1.9120458891013385,0.3676443446997941,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,GENDER,Female,52.656546489563574,52.516619183285854,0.13992730627771977,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,GENDER,Male,47.34345351043643,47.483380816714146,0.13992730627771266,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,race_4,Black,10.910815939278939,12.060778727445394,1.1499627881664551,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,race_4,White,65.2751423149905,65.62203228869895,0.34688997370844277,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,race_4,__MISSING__,23.81404174573055,22.31718898385565,1.496852761874898,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,pid_3,Democrat,47.81783681214421,48.433048433048434,0.6152116209042262,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,pid_3,Independent,16.698292220113853,15.859449192782527,0.8388430273313254,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,pid_3,Republican,34.9146110056926,35.61253561253561,0.69792460684301,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,pid_3,__MISSING__,0.5692599620493358,0.0949667616334283,0.4742932004159075,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,age_5,Older than 50,47.05882352941176,46.24881291547958,0.8100106139321781,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,age_5,Younger than 50,52.94117647058824,53.75118708452041,0.810010613932171,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,EDUC4,College,37.381404174573056,35.99240265906933,1.389001515503729,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,EDUC4,Non-College,62.61859582542695,64.00759734093067,1.3890015155037219,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,ideo_3,Conservative,11.005692599620494,11.11111111111111,0.1054185114906172,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,ideo_3,Liberal,72.2011385199241,71.50997150997152,0.6911670099525793,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,ideo_3,Moderate,14.231499051233396,15.479582146248813,1.2480830950154171,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp1,ideo_3,__MISSING__,2.5616698292220113,1.899335232668566,0.6623345965534453,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,GENDER,Female,52.42626070409134,52.746212121212125,0.3199514171207838,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,GENDER,Male,47.57373929590866,47.253787878787875,0.3199514171207838,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,race_4,Black,11.512844909609896,11.458333333333332,0.054511576276564,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,race_4,White,65.27117031398669,65.625,0.353829686013313,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,race_4,__MISSING__,23.215984776403424,22.916666666666664,0.29931810973675965,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,pid_3,Democrat,47.19314938154139,49.053030303030305,1.8598809214889158,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,pid_3,Independent,16.365366317792578,16.193181818181817,0.17218449961076132,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,pid_3,Republican,35.87059942911513,34.659090909090914,1.2115085200242177,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,pid_3,__MISSING__,0.570884871550904,0.0946969696969697,0.4761879018539342,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,age_5,Older than 50,47.47859181731684,45.83333333333333,1.6452584839835112,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,age_5,Younger than 50,52.52140818268316,54.166666666666664,1.645258483983504,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,EDUC4,College,36.822074215033304,36.553030303030305,0.26904391200299926,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,EDUC4,Non-College,63.177925784966696,63.4469696969697,0.26904391200300637,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,ideo_3,Conservative,11.98858230256898,10.132575757575758,1.8560065449932228,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,ideo_3,Liberal,70.98001902949572,72.72727272727273,1.747253697777012,True
Mezzapelle1439,Mezzapelle1439:COMPENSATION:hyp2,ideo_3,Moderate,15.318744053282588,14.393939393939394,0.9248046593431933,True
